"site_ID","year_start","year_end","NEE","NEEtrend_lm","NEEp","GPP","GPPtrend_lm","GPPp","ER","ERtrend_lm","ERp","source","Lat","TA_t","TA_p","TA_gs_t","TA_gs_p","TA_ngs_t","TA_ngs_p","P_t","P_p","P_gs_t","P_gs_p","P_ngs_t","P_ngs_p","VPD_t","VPD_p","VPD_gs_t","VPD_gs_p","VPD_ngs_t","VPD_ngs_p","SW_t","SW_p","SW_gs_t","SW_gs_p","SW_ngs_t","SW_ngs_p","LE_t","LE_p","LE_gs_t","LE_gs_p","LE_ngs_t","LE_ngs_p","CO2_t","CO2_p","Lgs_t","Lgs_p","Lgs_piece_t","Lgs_piece_p","MAT","MAP","Height","Age","Nmean","Ntrend_lm","Np","IGBP"
"IT-SR2",2013,2023,-225.74596424056,0.0262333696013497,0.799210150586821,2396.81834964091,-0.0713008083065738,0.483873396666882,2232.34335434311,-0.164664597937638,0.082194417043038,"EuropFlux_FLUXNET2023",43.732022,0.142667793584695,0.141568294034685,0.155046877850419,0.105599886313315,0.06163521823755,0.546551978190745,-0.189118959380988,0.0836424609261479,-0.162503599263108,0.087119684544566,-0.226012557551971,0.0079042538623273,0.217046852706745,0.0124930707693592,0.224933561474706,0.00837799116811419,0.155782582435579,0.103672368450663,0.176922900582414,0.0577380967871237,0.135155242263643,0.166738088365803,0.211607380729212,0.016072570915257,-0.0114150460515201,0.912002568862186,-0.10659701434298,0.28615429490355,0.214730773345382,0.0139380537664731,0.265421009085843,0.000266513883129255,0.00373976516013311,0.971127474413429,0.0205487443003937,0.842183605938375,14.2,920,21.8768576,69,16.085008416857,-0.197324801462992,0.00214741310290272,"ENF"
"IT-Tor",2009,2020,-10.5628666666667,-0.157491624564446,0.0541070683706848,923.046,0.107533356007442,0.213019331607341,937.349083333333,-0.0344073782138943,0.700880768181128,"EuropFlux_FLUXNET2020",45.84444,0.161004619902434,0.0478127699652346,0.163172788957892,0.0441962050386993,0.121427717613628,0.154602360475741,0.102682416608981,0.305443743643614,-0.13215515770326,0.117323830585338,-0.0629952986669585,0.47774710925229,0.114580430961016,0.18193676033579,0.107040934361265,0.215304020297717,0.094485124166424,0.27854273653621,-0.00722037655360423,0.935991195179779,0.0803920709643947,0.360782360003082,-0.0530115355614548,0.551798520997058,0.167123103744168,0.0381116056889864,0.183785018770271,0.0188609368187532,0.108594644285095,0.208145452107326,0.0591201371316687,0.505933617374048,0.0737462135314809,0.403536642570818,0.0737462135314809,0.403536642570818,2.9,920,16.60539837,NA,15.7799640383039,-0.172099371327876,0.0121836878662282,"GRA"
"RU-Fyo",1999,2007,172.272911111111,-0.307930106280784,0.00428725601666192,1349.33777777778,0.167903826629297,0.213007399744886,1484.08777777778,-0.152343796493981,0.2638985126739,"EuropFlux_FLUXNET2020",56.4615278,-0.116288120811032,0.403583572552545,-0.0176711926175734,0.901603636011748,-0.10383171300344,0.458343472564814,0.0570504491514695,0.688116099260796,0.116653751082304,0.402023637047252,-0.126715037938945,0.36020639425228,-0.140337643351044,0.307131509770845,-0.136529188985981,0.321547099180747,-0.0630766762700948,0.656725381677831,-0.0776956887895281,0.582554280556703,-0.0977879789285227,0.485998089416731,0.0338020949395092,0.812757728503803,-0.00798482945810047,0.955469935828442,-0.00310481099151899,0.982679128713434,-0.0255837345242046,0.857849511335639,0.337401152534539,0.000369515939935494,-0.0811770816576117,0.565348786306707,-0.0242829393211145,0.865022405142917,3.9,711,30.28215615,234,12.8914194107056,-0.225391457172941,7.99725006625034e-05,"ENF"
"RU-Fyo",2009,2020,27.34153,-0.189166805288114,0.0145522258700722,1418.09666666667,0.154642579499159,0.0596203352408136,1424.29666666667,0.0854612625806355,0.329857909918398,"EuropFlux_FLUXNET2020",56.4615278,0.166702078907684,0.0387298788351743,-0.0741679311696885,0.400750781045235,0.182237663233772,0.0202560874079599,-0.100574244833399,0.316117229586671,-0.149062429192039,0.0715276485146585,-0.15617375477046,0.0566109654178435,-0.0262020225231711,0.770253051755462,-0.0524792094663327,0.555874733489393,0.0397354231911363,0.656898755073818,-0.0256365371661297,0.775097616173069,-0.0654318823816509,0.460403584123704,0.0217056678433728,0.808968977029293,0.024613849117769,0.783877695641286,-0.0277131940496369,0.757344059544369,0.128466878189338,0.129391426171698,0.231831644147243,0.000706970109961356,0.166125425287954,0.0395882322255284,0.166125425287954,0.0395882322255284,3.9,711,30.28215615,245.5,12.8914194107056,-0.225391457172941,7.99725006625034e-05,"ENF"
"SE-Deg",2001,2011,-62.3287698038826,0.0564508616660706,0.581461718969388,279.837036755202,-0.191434295714822,0.0358378254504836,216.531016052482,-0.194130079248138,0.0325304902213144,"EuropFlux_FLUXNET2023",64.182029,-0.0440994526652541,0.713081251271548,-0.0837851719166879,0.408030054027584,-0.042311164331677,0.680677931397179,0.0510977179639087,0.618372852958477,0.0287950769686888,0.780000111941384,0.0426901858412546,0.677949733233654,-0.14439784374488,0.206435071513023,-0.148732834267107,0.123103217917522,-0.167017300257178,0.077046567598008,0.104993760011458,0.370737730074033,0.0385944218354581,0.707608911757126,-0.0463565756558953,0.651742085239743,0.2132746257241,0.014905980695156,0.209084218407121,0.0179606965026883,0.182474190646106,0.048508140403705,NA,0.321950667349084,0.0306259255425404,0.766337462186105,0.0306259255425404,0.766337462186105,1.2,523,9.157536285,NA,8.51513179710933,-0.181969617558309,0.00669537436764402,"WET"
"SE-Deg",2013,2023,-52.1688145202999,0.0611852438042129,0.552910372067823,267.360050679217,-0.0161623693214677,0.876791110926452,204.20327940919,0.00118324490857219,0.990951213064645,"EuropFlux_FLUXNET2023",64.182029,-0.0677565530102897,0.509937086083374,0.0538334511682308,0.602580345495682,-0.100430773005789,0.319834726052565,0.200874364753654,0.0235558643962445,0.24570021238196,0.0014544709640251,0.120582879947497,0.224981241449764,-0.0149425235339869,0.886037426514423,0.0173401269853436,0.867876524351047,-0.0561203367443716,0.586958945784542,0.103627195092083,0.303583848197212,0.0298894944140168,0.773897764334142,0.130620238929884,0.184611599406425,0.156098468275194,0.102727456446458,0.172373456734166,0.0651951187462393,0.0602887406601447,0.558880239856216,0.223763638876132,0.00748726977815629,-0.09788104808778,0.333115148229112,-0.09788104808778,0.333115148229112,1.2,523,9.157536285,NA,8.51513179710933,-0.181969617558309,0.00669537436764402,"WET"
"SE-Htm",2015,2023,-153.032085658384,0.181530988065352,0.173319339843657,1833.83317843608,0.128368184837041,0.353544382107195,1593.56127360694,0.0976085653416258,0.486829410718829,"EuropFlux_FLUXNET2023",56.09763,-0.060047752085313,0.672448363226056,-0.0489814329004948,0.730794379959866,-0.0200796358632467,0.888256498170735,0.116066456776824,0.404530635637982,0.0598147647966469,0.673662434043874,0.129759123568407,0.347985672411078,0.0207647860397984,0.90479598515102,0.00185443460035454,0.989654227590118,0.24083367318975,0.0532739297779468,0.284961989546626,0.0130826154265871,0.283219440802309,0.0140341276657056,0.251200302464821,0.0405238417584007,0.291722557477139,0.00980081887216029,0.309968448078146,0.00379783084300433,0.146755369892986,0.283599603455319,0.24091682126579,0.05316269693773,-0.0593399638239332,0.676138585219157,-0.0202712774963268,0.887195460282569,7.4,707,22.15922165,37,13.7181951318468,-0.196190774519387,0.00236069331838797,"ENF"
"SE-Nor",2014,2022,266.174756017751,-0.204840751087056,0.116084970468206,1287.67483379076,0.0648471465462182,0.647588216808753,1455.3887438688,0.00157462362845928,0.99121522248325,"EuropFlux_FLUXNET2023",60.08649722,-0.0866487757050075,0.538695114843053,0.0646657541309753,0.648522512630833,-0.108753474438768,0.436337810920972,0.0806667565385902,0.567859112541366,0.15171609369228,0.266074323395026,-0.079693968174022,0.57265560486106,0.0955949777226371,0.496199611057156,0.0900113246676273,0.522560651590179,-0.00443039369700945,0.975285616830045,0.142458483008131,0.299248767975813,0.0672585119320007,0.635208862175684,0.17347016335504,0.196240959837848,0.298852713773087,0.00699578617842968,0.309984734397545,0.00379408292779141,0.206561532516719,0.112388499514326,0.345769870598328,0.000107619594989124,-0.198977676076594,0.129221447523024,-0.182762615202891,0.169958992143195,5.5,527,19.19398037,123,10.0588504246303,-0.208460647738184,0.000750742021541399,"ENF"
"SE-Svb",2015,2023,-115.912711044145,0.236567260889149,0.0713047482384721,1010.96976452163,-0.0415502050454085,0.782626272921987,869.6922785829,0.142768533645211,0.323514266114124,"EuropFlux_FLUXNET2023",64.25611,0.0700807962202153,0.639496209747193,0.228983682988232,0.0843320221644579,-0.0827313832335732,0.578758464677032,0.0268710477267154,0.858672877528,0.0626768834678449,0.675899731347188,-0.00827484303839797,0.956328176945374,0.254133625947269,0.0459472049491899,0.211021531543538,0.120351884111896,0.202092343628087,0.140994400160301,0.236467135378652,0.0714684416348065,0.161164264515209,0.258722222692365,0.184653620194335,0.186559767649811,-0.0532602469959355,0.722996337320505,-0.0564684286138103,0.706857545101998,-0.03144902760885,0.834828550941528,0.325290086426511,0.00139276282399967,-0.113674996190022,0.439576541745361,-0.113674996190022,0.439576541745361,1.8,614,14.48570173,99,8.60154822894505,-0.211096976992204,0.000563112155645895,"ENF"
"US-ALQ",2016,2023,-140.693216666667,-0.223655512150695,0.252563255307703,825.523,0.364319579378166,0.0131885820488648,656.962833333333,0.262432070700175,0.160849916855829,"AmeriFlux_FLUXNET",46.0308,0.377214930169053,0.28840026323155,0.159716006664859,0.681915774342472,0.361049817216329,0.314823787302253,0.242808494225647,0.205165489543804,0.216787402335416,0.270494675320018,-0.00898338463264888,0.966543196820864,0.359243013477566,0.317813844089886,-0.194468321503559,0.614762098913925,0.471936153456728,0.147507138805608,-0.134174962483282,0.518704769308364,-0.135618905147728,0.513929770652455,-0.107549955962306,0.608910687722477,-0.331408283931431,0.04423119190662,-0.344048630143008,0.0302686112886652,-0.310297743164277,0.0729277170776047,NA,0.0447085872796806,0.354322117101399,0.0207765906835806,0.354322117101399,0.0207765906835806,4.351,3459.0325,22.47678723,NA,5.82197707039969,-0.0733606860482763,0.344027481517304,"WET"
"US-BZB",2011,2021,-10.727579,-0.116931163368847,0.265268398559772,482.0316,0.169529606495766,0.0885168616199095,411.4323,0.179261375449569,0.0679361325513223,"AmeriFlux_FLUXNET",64.6955,0.086049155051853,0.421438338624417,0.086173461247687,0.420737862837912,0.0791792599643554,0.46098363616634,0.00132792296398948,0.990312578209476,0.0845548524298127,0.42990137376318,-0.0324362268376756,0.76611725307331,0.19829161944546,0.0373163207113516,0.127551426156102,0.220359354469085,0.138252217299692,0.179855754876657,0.0323832469745249,0.766490369088098,0.122857287823012,0.239633595904572,-0.0724906032759603,0.500998337959608,0.0886667947542458,0.406803612960123,0.0706569886190729,0.512216339405545,0.0723986900057264,0.50155817318892,0.137835948630918,0.724725561257866,-0.00076672608938267,0.994406530847022,-0.00076672608938267,0.994406530847022,-2.4,274,12.81280787,NA,2.39965116126197,0.0616910183942495,0.42915218526909,"WET"
"US-BZF",2011,2021,24.828022,-0.107741025123533,0.307855788543099,451.6335,0.0125233130359321,0.908797727618504,357.1563,0.00826852787852818,0.939724360896784,"AmeriFlux_FLUXNET",64.7013,0.0570209178453222,0.666979282461911,0.177547955833565,0.0713059819248227,-0.0624198959775562,0.563853132479721,0.00132603781177389,0.990326330174259,0.101433912553814,0.3390329628706,-0.0176870459925887,0.871415505389524,0.0708858177814473,0.591224642921598,0.125496485870317,0.228684303772686,-0.186504209294766,0.054844931596842,0.00225626332212734,0.986512432960715,0.157275113702069,0.119594218535894,-0.202274088894783,0.0323794253083063,-0.0525193084883281,0.707488070561177,-0.0379423180457606,0.786972081842539,-0.035088703292265,0.802743643524956,0.247102822850884,0.0033683091325313,0.0399692945807132,0.713537556357031,0.0399692945807132,0.713537556357031,-2.4,274,14.48547708,NA,2.47107973269054,0.0616910183942495,0.42915218526909,"WET"
"US-BZS",2011,2021,-30.3914444444444,0.0496270744388913,0.661316940533236,753.461333333333,0.0257590769694346,0.821077681035177,669.373,0.0718217200943282,0.522600494643502,"AmeriFlux_FLUXNET",64.6963,0.105310718592724,0.339240470242772,0.0851238186655088,0.445584802517651,0.103469341806314,0.348372404832695,0.011083587481129,0.922603998410716,0.0691219775775782,0.538834950137966,-0.0141760034206505,0.901085703965239,0.012010503607939,0.916149017760145,-0.0294832143781948,0.795622693497934,0.0579824294484973,0.607762852173945,-0.147322009027718,0.16497392512823,-0.0581965192593389,0.606410385148,-0.163213193292815,0.116760901302472,0.16484853704186,0.11235137284626,0.151638194681433,0.150910611692805,0.127213907942213,0.240034162287404,0.302664430691842,6.1600296972734e-05,-0.0232487977136213,0.843138184055952,-0.0232487977136213,0.843138184055952,-2.4,274,14.02191913,102,2.54250830411911,0.0616910183942495,0.42915218526909,"ENF"
"US-Ced",2006,2014,-73.8504655183931,-0.0489778888297887,0.730813275097638,1993.35282025738,0.189161522407916,0.153105875763041,2098.22662697375,0.20384546510456,0.118255825722188,"AmeriFlux_BASE",39.8379,-0.1711769411247,0.203055807942638,-0.094000996010926,0.503668933709926,-0.187236669967563,0.158068694513551,-0.0707785110239232,0.617278216397119,-0.0205251533196057,0.885790097236558,-0.0545902191035035,0.701053840253908,-0.20468804470067,0.116416478835378,-0.166435642577986,0.217556944448687,-0.230200982977198,0.0687393247914464,-0.162738826875713,0.229246656832579,-0.0980786836621555,0.484652346044702,-0.149495591657983,0.273846702351005,0.143133189897807,0.296762922580621,0.158265857809851,0.243836697458482,0.0449756515976057,0.752228987887278,0.246579595050394,0.0459315779774739,-0.133220600639868,0.334339069126449,-0.133220600639868,0.334339069126449,11.04,1138,9.7,NA,11.3338251113892,-0.246432804703725,2.09700956938355e-07,"CSH"
"US-CMW",2003,2013,-384.58623898145,-0.0818024104606839,0.419666467492109,1313.45184821924,-0.0287124522861785,0.780618044268954,1032.20610492371,-0.12542830740679,0.203174022003492,"AmeriFlux_BASE",31.6637,-0.0272645978012303,0.791464447036773,-0.030290251447364,0.768838066664122,-0.00949129353421703,0.926794822702297,-0.0476001479077372,0.642930968545628,0.0371899207251436,0.717866351260163,-0.123614191636809,0.210453985555687,-0.00726383344816232,0.943948114811278,-0.111016199884943,0.265214503823268,0.0887371199155421,0.379672407301957,-0.0924758343670538,0.358944023205259,-0.0544902992775101,0.594881808504309,-0.0882895178716194,0.382193689508881,-0.227881850014922,0.00713028137035585,-0.169023859595406,0.0728299695999781,-0.136019484089777,0.163711601398348,0.269000186275161,0.000221951903457055,-0.240011207097329,0.00337746654046921,-0.240011207097329,0.00337746654046921,17,288,6.598968397,NA,8.36981579235622,-0.132440074139878,0.0712005334870522,"DBF"
"US-CMW",2015,2021,-381.033070643732,-0.27731009638501,0.155196879116864,1448.50048236342,0.233900526358463,0.247375624652259,1221.73138143894,0.141366787150458,0.505391857825983,"AmeriFlux_BASE",31.6637,-0.0371533419013194,0.864184159579678,0.130150534918202,0.541332148792073,-0.121628097832421,0.569183345967102,-0.0571352307226153,0.792057542581588,-0.0517799165499334,0.81129073064251,-0.0158459773092933,0.941921311936983,0.358798142404079,0.0406467311690667,0.322518438255962,0.0819587721466261,0.204064346741144,0.322169185206141,0.217612344188921,0.287116041483848,0.271612103312342,0.166108727466155,0.12061650619417,0.572518819381588,-0.050634529943037,0.815414394455441,-0.0465269793225095,0.830229893173886,-0.00809650327444671,0.970311838025841,0.262848125554177,0.18360630358007,-0.0854192781312784,0.692043649684882,-0.0989465222663404,0.645360986738683,17,288,6.598968397,NA,8.36981579235622,-0.132440074139878,0.0712005334870522,"DBF"
"US-Elm",2009,2016,-2.95768929054681,-0.242502754828993,0.140600771479322,454.837535484229,0.0642777211293553,0.734173245951603,443.523350488813,-0.0378498595623068,0.842362649376079,"AmeriFlux_BASE",25.5519,0.10846374996663,0.56039722673687,0.10846374996663,0.56039722673687,0.10846374996663,0.56039722673687,0.102411564174131,0.583512171125148,0.102411564174131,0.583512171125148,0.102411564174131,0.583512171125148,-0.160912553608877,0.372426682311215,-0.160912553608877,0.372426682311215,-0.160912553608877,0.372426682311215,-0.287725140439307,0.0550031223444764,-0.287725140439307,0.0550031223444764,-0.287725140439307,0.0550031223444764,0.303152236903796,0.0342411866372003,0.303152236903796,0.0342411866372003,0.303152236903796,0.0342411866372003,NA,0.117772445904117,0,0,0,0,24.7714243965833,1052.42115709218,4.556493626,NA,9.67530087062291,0.0311186718278798,0.693295234837355,"WET"
"US-EML",2009,2019,-13.0522527272727,0.117539144879092,0.235944368407888,424.523222222222,0.04655772163643,0.743745135261701,433.956666666667,0.0409684166566845,0.773819005064021,"AmeriFlux_FLUXNET",63.8784,0.271800947852729,0.000150040271587665,0.143266864789748,0.139671263769414,0.267519681844137,0.000269218385356544,-0.0840928416762077,0.406238706071999,0.0468984268942467,0.647897900375724,-0.113245407781408,0.254990941334713,0.0915001581218752,0.364296013665996,0.0152406128633852,0.882665211299128,0.114781386961685,0.24807972635711,0.106360996110573,0.446975885601956,0.0974441429420008,0.487591786164174,0.183776706523673,0.0948344734638294,0.166712765086478,0.0777004407849344,-0.012991617657547,0.899898354822834,0.201732258540022,0.0243629276253884,0.26280430692427,0.000471848131786534,0.0860580386649112,0.541549212740377,0.0860580386649112,0.541549212740377,-1,378,8.104150588,NA,1.55084629143987,-0.0917982665244402,0.230426178389222,"OSH"
"US-GLE",2005,2020,-20.921806875,-0.0647961071918417,0.245033227030114,733.4873125,0.0611377107590804,0.27406416175207,755.959625,-0.0807159530730053,0.141675868698031,"AmeriFlux_FLUXNET",41.3665,0.0648901143166742,0.294076907111603,0.115939679455107,0.0266304936117599,0.0402114151248091,0.477535249818496,-0.039198215393078,0.488906907787575,-0.114510109078992,0.0289601294365351,0.0291871031099683,0.60777830175684,0.0866968865854211,0.25921965502109,0.139387493999205,0.0130338900227848,0.0694677707686087,0.259740011524495,-0.197321302141312,0.000277149243833539,-0.101640602732386,0.0575346482820358,-0.0261566532913376,0.645866817311311,-0.154177635272301,0.00120679694248932,-0.0939981547405262,0.0821820061156214,-0.160354100017779,0.000578997957469416,0.238026613002347,8.58932016397702e-14,-0.125657935370587,0.0143629886077038,-0.125657935370587,0.0143629886077038,0.8,1200,18,187.5,4.17056092194148,-0.209296725359541,0.000686585172236533,"ENF"
"US-Ho1",1996,2009,-365.194142857143,0.0993331113645916,0.139502618279182,1081.84514285714,0.0866889304156609,0.300537361471354,463.348278571429,-0.0269889746898953,0.700762869964343,"AmeriFlux_FLUXNET",45.2041,-0.00389804217269682,0.955876863645357,0.0330549790025312,0.637333851656699,-0.0464539509175247,0.50559040012279,-0.0445438441846435,0.523576372727751,-0.0646681223772218,0.34955552573862,0.0179610150974539,0.798504508202677,-0.0129490259506464,0.854075662913896,-0.00435826297569436,0.950672948839409,-0.0325249587411878,0.64279214636819,-0.0294317321173728,0.674974662810459,0.0131050465119837,0.85233491617789,-0.0788576893734446,0.249383127084918,-0.210688982755417,3.10102302756698e-05,-0.20922588290144,4.13636759628844e-05,-0.18632598895258,0.00101355718177056,0.20950778475981,3.91761419392019e-05,-0.0755801802644466,0.462829578614349,-0.0755801802644466,0.462829578614349,5.27,1070,20,203.5,5.87428562981742,-0.150287514811078,0.0356044242862873,"ENF"
"US-Ho1",2011,2023,-354.572545454545,0.179266686295724,0.0537069007688762,1382.54888888889,-0.199183791520453,0.128745372200377,1031.56988888889,-0.0866017510935171,0.538922098398996,"AmeriFlux_FLUXNET",45.2041,0.0805757983073478,0.639430307616603,0.0144057528981521,0.91973366599916,0.183362896411143,0.168334837580332,0.0935146906509458,0.353290412485049,0.025307168840646,0.806180868650212,0.1001771389423,0.318149936311729,0.151351098201162,0.11563472507716,0.185775629618673,0.0435296761092633,-0.0776257142121034,0.44469253241295,-0.108547183123713,0.524462840939727,-0.201303555310196,0.214385113611005,0.239064184566808,0.0556762753578415,0.0299593882196971,0.771304768835788,0.0155986282878628,0.879925913565954,0.0680486177001331,0.504597015645033,0.300911328116916,4.08361115025771e-12,-0.132602019827955,0.175879520130867,-0.132602019827955,0.175879520130867,5.27,1070,20,218,5.87428562981742,-0.150287514811078,0.0356044242862873,"ENF"
"US-Ho2",1999,2009,-366.871727272727,0.0676553212714753,0.507128889225248,1361.7755,-0.0720073429623976,0.67608024507701,1076.75075,-0.0437650304864818,0.800530945679006,"AmeriFlux_FLUXNET",45.2091,0.0598633106876427,0.782291471119058,-0.346139409343831,0.0078290794825086,0.152741564452613,0.361205351821199,-0.058515604837532,0.567456143982478,-0.0858223910584415,0.396240912256538,-0.0167334405423557,0.871251010372135,0.0178057574426372,0.863065512396991,0.0148056662492625,0.885994685854098,0.0250992490638266,0.807747461234735,0.236708837701037,0.00420173752328269,0.227833036094103,0.00714975629709698,0.2404315835538,0.00328189104334422,-0.0762607168247885,0.521001834524381,-0.042692517658361,0.721925036304173,-0.0924815932977778,0.433300002135505,0.245439523480223,0.00229121642334159,0.0983088740866807,0.565638822301268,-0.144074705000771,0.391183306531284,5.13,1064,20,208,5.94571420124599,-0.150287514811078,0.0356044242862873,"ENF"
"US-Ho2",2011,2023,-347.2398,0.0846852114160861,0.300934099467958,1589.347,-0.209590896855101,0.000369256520533177,1247.059,-0.160096140200419,0.0277379687303949,"AmeriFlux_FLUXNET",45.2091,0.0295219171800811,0.726749250385534,0.0220305150501908,0.794631170066434,0.0277384247761659,0.742773296031592,0.109560300173857,0.169338812449302,0.0567784080908741,0.496653907294221,0.0959756906330193,0.235926538214901,0.18831256336909,0.626573568933496,0.145840790756112,0.543057521535012,0.325449853727071,0.119174986247287,0.0264452431848375,0.75444833289205,0.0223189534870293,0.791991453383055,0.0134758781399095,0.873671057430923,-0.0429268459091428,0.609708851906212,-0.0405847092083197,0.629675904024697,-0.0314846262746344,0.709224833355093,0.189570557764141,0.00406169782504721,-0.109624138065734,0.174797333159227,-0.0721941295501477,0.391257586019552,5.13,1064,20,221,5.94571420124599,-0.150287514811078,0.0356044242862873,"ENF"
"US-ICh",2008,2021,6.90669428571429,0.0304450988220922,0.664371249973329,193.464714285714,0.0824691992576534,0.227037064756102,211.903571428571,-0.000663891300762178,0.992481976331534,"AmeriFlux_FLUXNET",68.6068,0.0383538266874293,0.58373847747281,-0.0163113949654978,0.816709909646912,0.0397892125133719,0.56954217024446,0.124443303776779,0.056318405340993,0.0562273882480563,0.418229605283115,0.0928100472812843,0.170123157584667,-0.108544136227944,0.102896045159406,-0.0425786364408117,0.542372896906578,-0.101728827171197,0.129250273031009,-0.202454501078659,0.000132427435386318,-0.142143475536556,0.0249093446315225,-0.197611156789453,0.000266537836763142,-0.195485396617735,0.00035256450922214,-0.192699605207687,0.000497819413129015,-0.180858399048455,0.0017361684845453,0.21867793202698,4.587989523305e-06,-0.00589515286420347,0.933308996619129,-0.00589515286420347,0.933308996619129,-7.4,318,2.981861821,NA,3.76950475147792,-0.162906159757354,0.0198555241901382,"OSH"
"US-ICs",2008,2022,60.9086076923077,0.0223299042913572,0.741800392687573,209.996776923077,-0.0289090949553187,0.66916111096372,247.158461538462,-0.049584827336768,0.459732855277443,"AmeriFlux_FLUXNET",68.6058,0.0489151586021118,0.465976114853091,-0.00977223685090135,0.88559283538819,0.0492125311962347,0.463198777788615,0.129717251749092,0.0342514859216855,0.119942809312903,0.0543988728252595,0.0879094743994247,0.17680901263544,0.122309457048917,0.0488969049483595,0.0657230304750639,0.32217039378883,0.148317122493653,0.0116654416806035,-0.0145125750465042,0.830698188428049,-0.115949871993969,0.0646587493887672,0.0291925185204893,0.666085749762553,-0.152102968090713,0.00899566922088615,-0.150135494198118,0.0103174807954779,-0.137847629007005,0.022176867803705,0.216702960575904,1.29229749419461e-05,-0.02366730181125,0.726852462149084,-0.02366730181125,0.726852462149084,-7.4,318,3.02965314,NA,4.1027056319373,-0.170340124194937,0.0134404092348715,"WET"
"US-ICt",2008,2021,-15.0404619230769,0.000480792719321526,0.994587754149867,220.351384615385,0.117648126927552,0.0736935407226406,220.423461538462,0.093635269037135,0.166988870809182,"AmeriFlux_FLUXNET",68.6063,-0.111980218563243,0.0912238660332261,0.0682472298725401,0.324448054318924,-0.120239338743938,0.0665231557513478,0.130025371412086,0.0438488453532607,0.0794038134520865,0.247536659592099,0.0937186451497912,0.166574571683224,-0.112982090894452,0.0879354410071789,0.00978118633391152,0.89019187148296,-0.11735644280905,0.0745331195774669,-0.17746090572068,0.00197801193834814,-0.133761505777327,0.0368814854267268,-0.169691099992257,0.00394449792434083,-0.252682758639209,0.000809466637463842,-0.251925308348316,0.000879367339199909,-0.198748481487569,0.0268075167609506,0.216976596511359,0.000143907879671042,-0.0403968020005849,0.565660472516215,-0.0403968020005849,0.565660472516215,-7.4,318,2.997579405,NA,3.91236189433507,-0.162906159757354,0.0198555241901382,"OSH"
"US-KFS",2008,2019,-106.584127272727,0.140508969084488,0.0959477539485604,1017.67488888889,0.109114409750933,0.363128947855313,1080.98533333333,0.0633316751053251,0.605400363645159,"AmeriFlux_FLUXNET",39.0561,0.187165043079849,0.0161055159237369,0.0398979192856099,0.660696658745966,0.196542220380451,0.00969002542396159,-0.0651313443288532,0.469324830667007,0.0812820410337987,0.362224215621067,-0.148332275851464,0.0756637855192647,0.151968830489234,0.0672991939885359,0.0823144229246456,0.35584665931021,0.200156532722745,0.00780418908089501,-0.083452104112936,0.492620741233245,-0.0535350704776256,0.663250662349118,-0.0964135996989309,0.274747834847422,-0.096341882256128,0.2751314668655,-0.0926680790966405,0.295183411445438,-0.0974651018057167,0.269157604971857,0.104829087713105,0.231827489987169,-0.0832409269638547,0.493757078158732,-0.0219796098936891,0.858973100619017,12,1014,9.39895647,NA,10.2841676984515,-0.0101142033396389,0.898340950337412,"GRA"
"US-Kon",2004,2019,-141.80831875,-0.045859224981159,0.416583539335169,1648.051875,0.0864190343902009,0.113349495196175,1505.453125,0.0827221981341581,0.131212599643836,"AmeriFlux_FLUXNET",39.0824,0.0398339246321652,0.481756925523235,-0.00618691468373861,0.913767685536724,0.0633836884591168,0.256004545412496,-0.0387608354881839,0.493855521005657,0.070291787099345,0.205171072828152,-0.0887812669646478,0.102869023535382,-0.0249736877036386,0.6609684401436,-0.0339495177078318,0.549815035292402,0.00350094076560644,0.951146836372428,-0.0528221229305964,0.396645645147079,-0.0601038697089733,0.33269316575339,-0.0897760916377515,0.0986669866641779,-0.00292185812953167,0.960690713893162,-0.0241210008443216,0.683108118087361,0.054609367062171,0.348525989462059,0.161498983213713,0.000499642798616277,-0.0378223807613645,0.504553094309202,-0.0317847735517099,0.575860975877496,12.77,867,4.487598776,NA,10.0022426332746,-0.0924947674933463,0.226652873192738,"GRA"
"US-LL1",2009,2020,-32.864557261186,-0.143739354397439,0.151628540663188,1438.53206645144,0.156146159685053,0.114224136077718,1199.6798484036,0.14628982848709,0.143405093155142,"AmeriFlux_BASE",31.2792,0.166346414784221,0.088269296070167,0.166346414784221,0.088269296070167,0.166346414784221,0.088269296070167,0.00802690551148302,0.940327162872265,0.00802690551148302,0.940327162872265,0.00802690551148302,0.940327162872265,0.0319392506610853,0.765167261942473,0.0319392506610853,0.765167261942473,0.0319392506610853,0.765167261942473,-0.129201075348912,0.203869577490934,-0.129201075348912,0.203869577490934,-0.129201075348912,0.203869577490934,-0.151595991056545,0.146563126270756,-0.151595991056545,0.146563126270756,-0.151595991056545,0.146563126270756,0.225653601601634,0.00955997241174476,0,0,0,0,20,1310,21.89044455,NA,10.3602390629905,-0.17567145591756,0.00990684853255165,"SAV"
