"site_ID","year_start","year_end","NEE","NEEtrend_lm","NEEp","GPP","GPPtrend_lm","GPPp","ER","ERtrend_lm","ERp","source","Lat","TA_t","TA_p","TA_gs_t","TA_gs_p","TA_ngs_t","TA_ngs_p","P_t","P_p","P_gs_t","P_gs_p","P_ngs_t","P_ngs_p","VPD_t","VPD_p","VPD_gs_t","VPD_gs_p","VPD_ngs_t","VPD_ngs_p","SW_t","SW_p","SW_gs_t","SW_gs_p","SW_ngs_t","SW_ngs_p","LE_t","LE_p","LE_gs_t","LE_gs_p","LE_ngs_t","LE_ngs_p","CO2_t","CO2_p","Lgs_t","Lgs_p","Lgs_piece_t","Lgs_piece_p","MAT","MAP","Height","Age","Nmean","Ntrend_lm","Np","IGBP"
"CA-Cbo",1996,2007,578.696727272727,0.0402587447155819,0.662867594169802,1318.76363636364,0.114171110533843,0.196858379196265,1557.26909090909,-0.0580406223239988,0.527115877059235,"AmeriFlux_FLUXNET",44.3167,0.143615807223031,0.0935614818878841,0.197308937446223,0.0110631480134845,0.0842891682054953,0.351825102382717,-0.120407462905551,0.170934399532518,-0.163925911681127,0.0486335305720243,0.0334100793361055,0.717981969627835,0.0354958182684692,0.701055643021237,0.0905442021373213,0.315244891999334,-0.0725861055667231,0.425825065380356,0.144799504154162,0.0903903453857216,0.190361185209045,0.0159290955234812,0.0672019084085684,0.4621767032468,0.000719910395812025,0.993814761061139,-0.0640554925076678,0.484054609212498,0.0799644399163288,0.378344946154727,0.129014719160652,0.138781036547932,-0.0273137854421125,0.768087266548678,-0.0273137854421125,0.768087266548678,6.66,876.34,21,108.5,8.52389826093401,0.0973971136209306,0.201166335477208,"DBF"
"CA-Cbo",2009,2020,588.987183333333,0.0855994469592991,0.329035795761718,1659.79833333333,0.122459732285029,0.150724623957292,1799.74833333333,0.00788985989419646,0.930068468864435,"AmeriFlux_FLUXNET",44.3167,-0.038506593406858,0.666959966603247,0.0522840005840445,0.557372605849402,-0.0772852180352878,0.380462131954962,0.0845703203337863,0.335185255414222,-0.0410330013561551,0.646331160250891,0.148532578921814,0.0727370304074863,-0.00950261745227924,0.915814763345715,0.0474013319207797,0.595362051920283,-0.114133460415148,0.183818881772921,-0.0907894970441299,0.298972451585023,0.0991839232013672,0.253755558549191,-0.206323216315586,0.00553708553103598,0.143037132522671,0.0861162340923267,0.148815757257436,0.0720889444570431,0.0704994752788904,0.425307487808979,0.138690555229975,0.0978110874110272,-0.0717499255881426,0.431378424969427,-0.0706866149410655,0.438489688911784,6.66,876.34,23,121.5,8.52389826093401,0.0973971136209306,0.201166335477208,"DBF"
"CA-Gro",2004,2013,-116.17784,-0.0897580884587392,0.447524549514424,1064.7918,-0.183487901909755,0.0954652700758072,1034.863,-0.187766089170087,0.0863918223538531,"AmeriFlux_FLUXNET",48.2167,0.0478401430183317,0.689719446672892,0.129303192982167,0.263246283833571,0.00568742078679846,0.962343463525846,0.141929395692308,0.215191771113705,0.0756735267220856,0.524305671009076,0.0958487590916769,0.41600750820878,0.187383287349315,0.0871801608944017,0.103998384113845,0.375542035684624,0.243142169715783,0.0152003599047829,-0.178189918379472,0.107513019129033,-0.0898022066379481,0.447292456357412,-0.216115141130744,0.0401044287914469,-0.307048127483962,9.84620106536353e-05,-0.297394269754817,0.000381101646964405,-0.288106167362989,0.000994918641165751,0.323452786435155,7.83192214724436e-07,0.0369333153431873,0.758426904437369,0.0369333153431873,0.758426904437369,1.3,831,31.3,78.5,3.88102878843035,-0.117144777396052,0.117129659105686,"MF"
"CA-LP1",2008,2022,-169.244141666667,-0.0583184947241854,0.387349639160693,584.227083333333,0.178704884055667,0.000589477700402344,433.74725,0.185753573510374,0.000191901211404977,"AmeriFlux_FLUXNET",55.1119,-0.0403761725620977,0.553658310048305,-0.0331649013773223,0.627659772399816,-0.0269978364596937,0.693581824041056,-0.0770108066547026,0.246310609107321,-0.123719875727508,0.0466443008180814,-0.0107718012339601,0.8755144762205,0.0078220358167609,0.909456998763541,-0.00883663023703606,0.897763821752958,0.0605273258705858,0.368872525741537,0.0374626912346062,0.583121414311095,0.00242825398097659,0.971846018245281,0.108266263102507,0.0901496787247574,0.154803278416711,0.00709359438382747,0.148503008163914,0.0112954314006388,0.152696431320123,0.00833893140537518,0.20590094723045,1.74877147063779e-07,0.0765954729762904,0.254502887534242,0.0765954729762904,0.254502887534242,2,570,10.07556368,NA,2.94706852095468,0.0381315962402566,0.628259369694992,"ENF"
"CA-Man",1995,2008,-30.5423847149102,-0.0937532032585457,0.165447198082953,653.978120373452,-0.143812480249025,0.0228437406742255,623.435735658541,-0.172194570187422,0.00366228601549119,"AmeriFlux_BASE",55.8796,0.159987560911537,0.00884957844588896,0.151573117063025,0.0148819219919625,0.141615598234734,0.0255909212814043,0.0414540088875169,0.55325904776992,0.0283229622358988,0.68664082070398,0.0593286314428702,0.392238937385291,0.190902813384885,0.00267476884026427,0.132871999979835,0.0504821208525258,0.0675569035709302,0.344387624025001,-0.134993197436056,0.0353770211998304,-0.0542552778795175,0.43520272968233,-0.190434893062415,0.000648390248203395,-0.0110810308508716,0.874963064006729,0.00823283964111534,0.906952702447361,-0.0921781950164255,0.173303326298357,0.223572187618125,1.06114563679719e-06,0.0090461580361731,0.897802461167594,0.0090461580361731,0.897802461167594,-3.2,520,10,164.5,4.48751914235098,0.0450517426150382,0.56641752785298,"ENF"
"CA-Mer",1999,2020,-103.865073565123,0.0129462121368158,0.7099273712595,666.017769764492,0.0780236288486939,0.0158946243576342,446.854206626928,0.0373146891087911,0.277271549462558,"AmeriFlux_BASE",45.4094,0.0144737055014601,0.6773915376313,0.0427126022446932,0.211415875799319,-0.00229426033642477,0.947535341655095,0.048985821970897,0.149108489568819,0.000232662238141188,0.994676022681895,0.057928968807736,0.0844522792685904,-0.0894203492947073,0.00460441638130862,-0.0793132373082989,0.0141735939511228,-0.0760215141167022,0.0195512753874758,0.00456583466002989,0.896006598269114,0.0648422181505443,0.0509993544497865,-0.0530703410926333,0.116275608456624,-0.0727943752340267,0.0344544761523013,-0.00237458525934036,0.94570106333973,-0.0969468473772264,0.00169335519322005,0.147313475862551,3.58160516629058e-12,0.0678064482156566,0.0402867383715177,0.0628869660320593,0.0591879431315649,6,943,9.385283598,NA,12.3177045413426,-0.227428016613109,5.61766811501708e-05,"WET"
"CA-Oas",1997,2010,-121.361889856724,0.0867268252954618,0.202341272308932,1356.92527084493,-0.0963306128108752,0.153099941789751,1312.97378142879,-0.0416898662974467,0.550968316417743,"AmeriFlux_BASE",53.6289,-0.0867524845101417,0.202197825844688,-0.0477444059551945,0.493601668703436,-0.0800166469855319,0.242072049456955,0.0649702114400435,0.347220391911338,0.0502303836458071,0.470885602309332,0.0619944195557813,0.370597531948557,-0.0261722050843289,0.709454354821088,-0.0320297277842863,0.647907360659653,0.00241281461756459,0.972681143997395,-0.043510903097244,0.533419790413136,-0.050183320872623,0.471310929521948,-0.0190190254791168,0.78687749745491,0.0179410515919056,0.798724278546694,-0.00900564837425303,0.89825794492283,0.107674993107055,0.106030874353935,0.237783724665469,3.0905679792592e-13,-0.111013692161192,0.115684489603122,-0.111013692161192,0.115684489603122,0.34,428.53,22,82.5,4.88072861092431,0.108169892829538,0.151690371869408,"DBF"
"CA-Obs",2000,2010,-51.3900937815176,0.0894519269886162,0.375663481085184,1045.39035573392,0.0976145355555988,0.331435531071003,1058.29771935275,0.057196772766058,0.576386747492239,"AmeriFlux_BASE",53.9872,-0.0357010141643456,0.72878603166021,-0.046503704847455,0.650697514251218,-0.0209474256100378,0.839155792359627,0.0756636069981463,0.456684713530882,0.00472247488197566,0.963544441595104,0.153670415621782,0.109268417202389,-0.0497732575552526,0.65987244247864,-0.0874653958341442,0.386857827240059,-0.0126754363540972,0.902324395680498,-0.0835903601413049,0.40916630308237,-0.0382245161089144,0.710306276157535,-0.16959803191203,0.071652498800325,0.131899479704537,0.178447491597858,0.115079613681136,0.246750453082496,0.0853092033027684,0.399194603378587,0.300007451061731,2.54050735242767e-10,-0.14940985190487,0.121143243722226,-0.14940985190487,0.121143243722226,0.79,405.6,7.2,115,5.11314742054258,0.137454568857819,0.0594003891008261,"ENF"
"CA-Ojp",2000,2010,1.11848116688386,0.117361226806449,0.236716675273208,652.116206215188,-0.0544798445716205,0.594953681427669,585.24410112669,0.102634040966326,0.395533906847726,"AmeriFlux_BASE",53.9163,-0.0117005947605572,0.924918039233467,-0.0690534596639036,0.498153268119138,-0.0983920567943777,0.327373860697917,0.0690439100472025,0.498214336997093,0.0126830584091742,0.902265903194872,0.173669860220515,0.0636674359153854,-0.0341176934174391,0.782923715442775,-0.0787344314780961,0.437982207593172,-0.0372051004535093,0.717755262697574,-0.12764357107975,0.194491229459012,-0.0670107202134631,0.511290369266793,-0.219488675556009,0.011090324650474,0.124015267902296,0.208831339410158,0.148451846594729,0.123922605252915,0.0630913368819052,0.536903642546178,0.317967974462592,0.00224493683524893,-0.159067398659667,0.0953463865847158,-0.159067398659667,0.0953463865847158,0.12,430.5,16.7,91,5.48348067487989,0.128585510741398,0.0813206503553302,"ENF"
"CA-Qfo",2004,2010,5.15308285714286,0.268767446483593,0.171693771221599,665.199714285714,-0.0584126984201307,0.787481661926552,674.126714285714,-0.068411308231085,0.751842616634702,"AmeriFlux_FLUXNET",49.6925,0.18376982740659,0.377878726847188,0.126925473999695,0.551818335281141,0.188753858452321,0.363854838372289,0.174199774420319,0.405405552677942,-0.0151674638093185,0.944405469871436,0.216742901906762,0.289312100751489,0.131700071353752,0.536317507470569,0.0918536508610247,0.669732849756194,0.230881410615338,0.254538044114182,0.096624433953164,0.653313273202218,0.0535520739291308,0.804917400010293,0.110353128945459,0.606697462841001,-0.158482458481155,0.452244175809195,-0.133893321452152,0.529246312986283,-0.0670577217062989,0.756648117177784,0.457561020457545,2.73971922808689e-05,-0.315476961647621,0.0917853940115338,-0.315476961647621,0.0917853940115338,-0.36,962.32,14.1,103,2.64339849778584,0.127162789505794,0.0852955621592366,"ENF"
"CA-TP3",2004,2017,-485.036461538462,-0.149543776813035,0.024045948315456,1570.74846153846,0.203191031834229,0.000313036988087534,1201.29523076923,0.177731540966579,0.00414048740477507,"AmeriFlux_FLUXNET",42.7068,0.0343608017439353,0.642925698072047,0.0425362518274161,0.564943873657535,0.0239294403495886,0.747445353907332,0.0919629799796265,0.199325986503162,0.104937371430392,0.137945548096125,0.0690860210222127,0.343447215457576,-0.0764061780506671,0.292346250845144,-0.0679399704800189,0.351862463534939,-0.0829851960435763,0.250401738982223,0.163503411203789,0.0110423499588972,0.160755085612336,0.013031482535814,0.0818971361543631,0.257075650760356,-0.205736154721931,0.0543895492442335,-0.198812740002942,0.0655841617189006,-0.101933550575355,0.385605153925934,0.186788858100799,0.0019300400650358,0.076326170479485,0.315499273018487,0.0975718688487547,0.191360339951724,8,1036,15.2,39.5,10.2266225814819,0.0953919771515368,0.211364099159023,"ENF"
"CA-TP4",2003,2017,-131.351066642943,-0.120673819711279,0.0499141683674389,1540.93385085383,0.178065679374941,0.000861861929805971,1246.0230186599,0.0885820857739802,0.166919889281955,"AmeriFlux_BASE",42.7102,0.0954840767006437,0.133435708960375,0.095925762210431,0.131460279605357,0.0738619840412919,0.255365806734091,-0.0356108233255371,0.591555526756937,-0.0978998450246537,0.12287180967435,0.0673415117697701,0.302111669700429,0.169693799465299,0.00205326254640534,0.152607576999962,0.00827579448594768,0.172562686429068,0.00155104494511626,0.126990426896928,0.0370967209811752,0.142438932211498,0.0160398279975921,0.00994093934541419,0.881613865167921,0.0383403123303357,0.563064028212343,0.0262597535142023,0.693180810761723,0.0571626652968195,0.384222475755566,0.141389231615473,0.0170794523952153,0.07157758048161,0.320652124834401,0.07157758048161,0.320652124834401,8,1036,22.7,72,12.8694797243391,0.0953919771515368,0.211364099159023,"ENF"
"CH-Aws",2007,2020,-431.122661538462,0.102042717772697,0.130537704981891,1440.52,-0.0293172766745821,0.679352876854712,1056.07553846154,0.103655629112166,0.123857787783473,"EuropFlux_FLUXNET2020",46.583194,-0.193527522172543,0.000346028069224773,0.00887735090208708,0.900762619778254,-0.192500705452954,0.0003980419129509,0.045524165863525,0.565680776315466,-0.117391119473555,0.0760551990630627,-0.0428454535943774,0.543893971967609,-0.137413995417341,0.0318996936116462,0.00365549463060433,0.959060994455943,-0.15233263039079,0.0141479503428027,-0.130408800775749,0.0443188038850509,0.0746047606377084,0.281568225746915,-0.130734680953235,0.0436741264587157,-0.281985129076099,0.00590635614136842,-0.145563706669474,0.251500612321701,-0.283285596939876,0.00548321065550483,0.0585273906607699,0.403377768781348,-0.057052027925552,0.418464388011649,-0.06913586062771,0.322779821920872,2.3,918,19.03494033,NA,13.4763788495745,-0.200694203976366,0.00160111775403786,"GRA"
"CH-Cha",2006,2020,-72.07653,0.0697777380480333,0.277855362796972,2388.12538461538,0.0258069134367752,0.695272635966792,2107.70230769231,-0.0865019012858799,0.17157727799507,"EuropFlux_FLUXNET2020",47.21022222,0.13943856785492,0.0160872740442704,0.109613593664823,0.0741368168131905,0.123914118747211,0.038551112444356,-0.0531791571891928,0.463425753782679,-0.137436571163328,0.0182192099993464,-0.0267494540757446,0.684648678290245,0.106957075379656,0.0826550395978131,0.11948383892005,0.0478434293773737,-0.00957358873322181,0.884827261285682,0.150456162165253,0.0075017329751275,0.136476330241811,0.0193135105048862,0.100894537753904,0.104580386409111,-0.104414463672889,0.0914210539572289,-0.134439708900556,0.0217957233658786,0.0199883404199617,0.761931386549736,0.170815264329499,0.00111244404912563,0.043758013832838,0.503589233306571,0.00354745923452662,0.957212961615826,9.5,1136,13.54489414,NA,22.5318315369742,-0.240946781082441,2.08921450552646e-06,"GRA"
"CH-Dav",1997,2015,-11.762628071066,-0.12866958545068,0.000456293835127694,1073.33189757407,0.0362987945600828,0.401570016042362,847.617026734555,-0.0107323943512264,0.80598772762796,"EuropFlux_FLUXNET2023",46.81533,0.0358107003149434,0.408066296849884,0.046106356352919,0.28342148839163,0.0132543393275811,0.761535217399302,-0.0385534794901796,0.37230347167572,-0.038748923487308,0.369824616767459,-0.0278042521207771,0.522390133992114,0.0111823813818185,0.798010106881031,0.00505801897764677,0.90791603085806,0.0169077911589501,0.698419518982583,-0.00799036298099361,0.854970225342452,-0.00611921802384323,0.888700743488626,-0.00831468007267349,0.849146658983612,-0.0622996087842068,0.141135563706646,-0.0709579641668414,0.0903315678580182,-0.0271747550271832,0.531966097322584,NA,0.000290041092064487,0.00490917493610982,0.910615331182815,0.00372903731554575,0.932048123066812,2.8,1062,23.85478669,222,11.0246515614646,-0.224951431608661,8.60419034240668e-05,"ENF"
"CH-Dav",2017,2023,-18.8159712324523,-0.130463905006852,0.540316766648398,1068.19596937644,-0.395177262594092,0.0145140796176565,929.560873445569,-0.341439605218451,0.058470822845574,"EuropFlux_FLUXNET2023",46.81533,0.209686981151537,0.307407157470204,0.164813110896165,0.433142255634252,0.174856350766303,0.403492368508405,0.270984801833822,0.169951413536479,0.135688364452922,0.523482501061381,0.0407348959282992,0.851188646908838,0.0606163528969183,0.779599657070408,0.0415653289168634,0.848179188233574,0.0312522620579017,0.885648068255194,0.128865157565336,0.545503604134745,0.0711843212842568,0.742017880659081,0.106641809877934,0.619202064259713,-0.421468005248496,0.0043869438507475,-0.431431849982325,0.00223218318318567,-0.360190941129317,0.039369533209808,0.328408720910325,0.0741909963132896,-0.329934806511638,0.0668254175475018,-0.329934806511638,0.0668254175475018,2.8,1062,23.85478669,236,11.0246515614646,-0.224951431608661,8.60419034240668e-05,"ENF"
"CH-Fru",2006,2019,-231.089271428571,0.0408457802555975,0.559185002827302,1843.02357142857,0.0112536138462238,0.873029912094997,1711.96071428571,0.0257149195436447,0.714334921092083,"EuropFlux_FLUXNET2020",47.11583333,0.0563548920945269,0.417144041255384,0.0347554040304865,0.619938534733031,0.0465719283929845,0.504488856435276,-0.0480229408877342,0.491031476331193,-0.0968777402859886,0.150559509167281,0.0920463838859379,0.173971568803891,0.0877228332503052,0.196820329377222,0.103414110430069,0.122350472501091,0.0535236101993754,0.441586322065435,0.143564587633477,0.0231420872449411,0.130963896882412,0.0425448226019135,0.105509529014642,0.114125479127492,-0.101495790980669,0.130224546518788,-0.0982930572341985,0.144117737117075,-0.0637225014470522,0.356920844989865,0.225916682475489,3.51829876414114e-07,0.00964321730702226,0.903054383554571,0.00645594930982315,0.935021003495259,7.2,1651,16.22176883,NA,20.4625801358904,-0.218278376181101,0.000232657972422541,"GRA"
"CH-Lae",2004,2020,-296.784047058824,0.0355979739354377,0.489958295985173,1600.25405882353,0.173783656902202,3.69231552787411e-06,1302.11970588235,0.152971366491448,0.000278601335933602,"EuropFlux_FLUXNET2020",47.478333,0.172686366111559,9.29745601366983e-05,0.152181216582759,0.000313425171166636,0.147481135213241,0.000604308704192634,0.0181764173964488,0.749978495723089,-0.0749589129102792,0.13407553654699,-0.0473708365689072,0.355126542067974,0.124203754043248,0.0158419021393855,0.129777191216834,0.0042937660318594,0.0959129890335074,0.0488180118098929,0.157353021217693,0.000837392857895447,0.129686944231601,0.00432996727040173,0.122501845837413,0.00811506572362821,-0.100517354715764,0.0375298629127454,-0.0717304788197579,0.153067243576452,-0.136874144391224,0.00212093748399132,0.168803244461083,0.000176293890716125,0.0467642043420552,0.361506171821163,0.022290293820048,0.66710847271274,8.3,1100,27.18076334,187,22.3360048021589,-0.189056145668564,0.00410738835124425,"MF"
"CL-SDF",2015,2021,-103.94112,-0.267369333319775,0.286943026540965,1907.098,-0.183209711636456,0.493374197031042,2019.73,-0.389007107544845,0.0552525984318591,"AmeriFlux_FLUXNET",-41.883,-0.0523955930989196,0.851169093737173,-0.284272385246134,0.249067943912415,0.322451756271406,0.169285122262835,0.175999962669714,0.512172325850931,0.225262154490088,0.386925794400175,0.0363954112221149,0.896494933030803,-0.261885739958129,0.299528346736242,0.143583272599893,0.598347065121573,-0.392499602078954,0.050416658020952,0.249782531572882,0.327789599634667,-0.11790467910485,0.668249772021575,0.310287418754842,0.1937599707343,-0.244251261120238,0.340917025760881,-0.108842770123685,0.69320617960996,-0.284471658298173,0.24863007520404,NA,0.1868213650974,-0.182881156251874,0.402526328172356,-0.182881156251874,0.402526328172356,10,2110,25,199,8.46484456743513,0.0134682819346305,0.864871773868,"EBF"
"CZ-BK1",2004,2023,-823.399120144502,-0.000142852848508993,0.997796453555194,1919.45175575671,0.0706855067449886,0.156191024297686,989.100121218435,0.147407951793551,0.000417373157210411,"EuropFlux_FLUXNET2023",49.50207615,-0.0797764791965717,0.105655721421363,-0.00195189914609428,0.969897704306898,-0.0885767645791515,0.0689296197181669,-0.0334058728005155,0.515092317983238,-0.0201738490089965,0.695702984596849,-0.0205301167908182,0.690574652496648,-0.0167737799383838,0.745240842314192,0.0049916669954835,0.923108057484822,-0.048209497461511,0.343308965978672,-0.0599328927248456,0.277209695699113,0.0204759165553903,0.691354036319204,-0.075573114970649,0.127336177439261,0.180950053034974,1.43001357545213e-08,0.176684720000248,1.95246936371483e-07,0.169758490985867,3.24840075641388e-06,0.0819833891413539,0.0953798590471464,-0.0675915043982658,0.27350500910213,-0.105602394144351,0.0754773566681651,6.7,1316,28.76771916,38.5,14.2904923983983,-0.219654594095276,0.000192514462838594,"ENF"
"CZ-Lnz",2015,2023,-522.528722847765,-0.0458822239665579,0.792034329381773,1874.97809544615,0.241931653457527,0.113347568225671,1333.07571484491,0.25492591852832,0.0889236173148992,"EuropFlux_FLUXNET2023",48.6815483,0.0726427784993303,0.674517305878363,-0.0872514966047522,0.612382826820242,0.210883147062535,0.184044943322313,0.259958225015723,0.0958445642118037,-0.0085486810239425,0.960965803302524,-0.0936326108903398,0.585788839759651,-0.0563228089242889,0.74569907301279,-0.131613782739505,0.435842843552264,0.207904864153925,0.19171699293766,0.00726717847898986,0.966814847408528,-0.179582739501111,0.272067119398513,0.0898629569753839,0.601456545327382,0.211838698626195,0.181615759426592,0.156751711464133,0.345992897496556,0.336696326375565,0.00496451048317559,0.229736304498942,0.139066817638519,0.252818567269862,0.343434929245839,0.252818567269862,0.343434929245839,9.3,550,24.27074825,119,14.2558841705322,0.0122267850904704,0.87723887450849,"MF"
"CZ-RAJ",2012,2020,-514.809555555556,-0.0258043582461051,0.856633819048733,1586.27111111111,-0.0779943815344424,0.581070794934973,1142.18477777778,-0.118053575350287,0.396077096527988,"EuropFlux_FLUXNET2020",49.4437236,0.243480807553989,0.0498049313154838,0.172403042136226,0.199395997996037,0.152473165711143,0.263451250342206,-0.061360313002094,0.722400240288015,-0.192385703069678,0.144998540015746,-0.209934111203143,0.105351633803711,0.263599904370645,0.0280933822652815,0.24159615397408,0.0522594406817226,0.272652819948563,0.0208078507308726,0.222234688018844,0.081987818750902,0.230814105257774,0.0677794999453253,0.12648102140297,0.36115429637917,0.227052963486989,0.0738012865713554,0.148778958216091,0.276380150142996,0.276346235886727,0.0182376803109475,NA,0.830292286369887,-0.129900847069355,0.34742169600831,-0.158781655873638,0.242129446661881,7.1,681,17.59647961,111,17.0519319261823,-0.10169842319347,0.180343589494993,"ENF"
"CZ-Stn",2010,2020,-244.754763636364,-0.198919609066996,0.0271920354825241,1552.39,-0.047993373375205,0.64015334384327,1383.50454545455,-0.0770580284599173,0.44814688405231,"EuropFlux_FLUXNET2020",49.035975,0.185754572849674,0.0435602585860724,0.0906624046256097,0.368923905873138,0.166620367088504,0.0778995599477197,-0.0545848039064667,0.648198616122067,-0.162445215776103,0.0872553923268813,-0.121686396198687,0.218357472922256,0.0548461462409659,0.592437415597613,0.0701647342121095,0.491069207480306,-0.0091307008269259,0.929569962680365,0.135956975543142,0.163929351912808,0.165361994938721,0.0806453237794727,0.0321735802236417,0.754834388643695,0.259262396373709,0.000687433654454525,0.254760279904406,0.00105997978415649,0.239777785719415,0.00343141927386636,0.077183521727185,0.44738218528973,-0.00547950972348976,0.957704636757795,0.00122056879331077,0.99057519551553,8.7,685,23.99904639,112,15.9829624039786,-0.00634823814522975,0.936103110109652,"DBF"
"CZ-wet",2006,2020,24.708546,0.169758343758963,0.00102894974190458,1122.32933333333,-0.0592405205719778,0.339950899867175,1105.761,0.114866754575472,0.0501451905986922,"EuropFlux_FLUXNET2020",49.02465,0.157418180523461,0.010441818964118,0.141106967344678,0.0116452430185534,0.0313907053032453,0.61776690475795,-0.0821249045372571,0.229111954123915,-0.111435404990112,0.0586590798426897,-0.101223488499857,0.0901924692453171,0.164021306864425,0.00673572887839178,0.141280643135317,0.0115116541951899,0.14674809081956,0.00787984865416527,0.0713398750646851,0.30001609710791,0.0977536063682034,0.103210661315337,0.0190859358714745,0.762308193684341,-0.156045950051505,0.00381738880741494,-0.131078765641688,0.021640330620641,-0.153169725444174,0.00483415831273573,0.226180407628783,3.12252878146322e-07,0.0311787131335282,0.638993843142297,0.0286267605890804,0.666917034837476,7.7,604,12.73842638,NA,15.6737092563084,-0.0771690283916829,0.318418964820346,"WET"
"DE-Akm",2010,2020,-34.54536,0.14633030267019,0.17164470817333,1648.115,0.0107453829710083,0.924773660485695,1642.9446,0.16489247865042,0.116429412145839,"EuropFlux_FLUXNET2020",53.86617,0.229166176970226,0.01559572879646,0.0624412491114078,0.579444660611929,0.22067220625939,0.0222139822881703,-0.195590198088977,0.137195247884315,-0.242169959267575,0.00832797157364579,-0.161067183149408,0.126744340139024,0.200105484764982,0.0457302217857963,0.181293665711265,0.0782400783536949,0.185731398194552,0.0695285472353825,0.227898598293993,0.016482170757928,0.233086123560309,0.0130650264166063,0.169190471308594,0.105485214466904,0.220038598597811,0.0227740799725802,0.190361420899223,0.0611412559327792,0.214256860012892,0.0283408422059473,0.239389480732642,0.0552295818433218,0.0514345616472181,0.717746097615734,0.0514345616472181,0.717746097615734,8.7,558,7.457784849,NA,16.0700723103115,-0.165406562885558,0.0174870567974573,"WET"
"DE-Gri",2005,2020,-84.70769375,0.0374175618296803,0.50920090241864,1427.630125,0.0788228957511052,0.15205747164013,1284.652625,0.0847293489400752,0.12128929654408,"EuropFlux_FLUXNET2020",50.95004,0.0813999844361399,0.138046574336999,0.0206126195659786,0.717669492248096,0.0872849389621556,0.109424747766438,-0.112218023900938,0.0566307211777385,-0.117119319197449,0.0248185411182701,-0.108808860642666,0.0398275439233743,0.0657744588058313,0.237608189199683,0.0703390909568378,0.204847390945642,0.0360723576456437,0.524787004516313,0.139223148000493,0.0051355535332235,0.140801687059054,0.00448663817635078,0.0927232829120774,0.0869340515703352,0.0981996077826457,0.0678432131386052,0.0478596444336504,0.396023289176723,0.151831504093092,0.00155751352239094,0.200524746883344,9.32496539042042e-09,0.0998201914221401,0.0628329827342833,-0.0350072132167359,0.537279882322729,8.4,877,22.34553542,NA,21.7583000319345,-0.0310479221787269,0.693962193772876,"GRA"
"DE-Hai",2000,2012,-549.416692307692,0.107077366299314,0.156304672074506,1573.81153846154,-0.0914679322508204,0.23222903561031,1162.51861538462,-0.0789277279787536,0.306964789912592,"EuropFlux_FLUXNET2020",51.0794084,-0.0406361057431958,0.605591561877659,0.0193148996105265,0.807053286621495,-0.052266947667124,0.504771857645488,-0.0365451483664525,0.642776417988315,0.0181480400724654,0.818529859775342,-0.0842881876057258,0.273521321450508,0.0896922960150697,0.242066152082727,0.067323475006931,0.386839142041618,0.0946105707707199,0.215423067279615,0.0912264107317295,0.233552583920796,0.03888961493845,0.621365828185972,0.111261574290903,0.139116626595517,-0.0780813424174301,0.312447669354143,-0.074996859041284,0.332891090220742,-0.0631836380948698,0.417721769387759,0.249918666300576,2.24522580623843e-08,0.00429264590123994,0.95677175246399,0.00429264590123994,0.95677175246399,8.3,720,27.48069324,254,17.6155331475394,-0.082617641634852,0.283705282128378,"DBF"
"DE-Hai",2014,2020,-464.086285714286,0.238582813016076,0.23645470763292,1456.89142857143,-0.385797846956763,0.0198436101442941,1152.18828571429,-0.386872265024258,0.0191848656423668,"EuropFlux_FLUXNET2020",51.0794084,0.240455161328935,0.23215191251768,0.256415369812874,0.196993270905393,0.0714702983566647,0.741006230610099,-0.0947975769748667,0.659587993721188,-0.154371394833136,0.46481352434132,0.134887970984448,0.526049896798256,0.356293144304217,0.0430006706456024,0.321462729315302,0.0833945428442583,0.348507946770751,0.0507851567929654,0.320578986482804,0.0846066163223196,0.319770937846964,0.0857229894639982,0.211594226796281,0.302468367433221,-0.0213575486483402,0.921757752778741,-0.0956466846906273,0.65666956118236,0.142108273039228,0.503045867500594,NA,0.789940992287901,-0.327346234361265,0.0755616678332747,-0.284026046316065,0.142811056987174,8.3,720,27.48069324,265,17.6155331475394,-0.082617641634852,0.283705282128378,"DBF"
"DE-HoH",2015,2023,-252.231383331728,0.294262435944683,0.00872792298812681,1647.55127318623,0.329444824765,0.000873694982159127,1386.07354346342,0.310681648220662,0.00363607207691821,"EuropFlux_FLUXNET2023",52.08656,0.170913826552486,0.203846020113956,0.126342940259958,0.361714166039794,0.101283218322444,0.469921251349287,0.091762023177149,0.524080817224895,-0.0544108053779363,0.701999980746461,0.0450220111859349,0.75198005340851,0.0242464384674906,0.865223804800502,0.0175615329149898,0.902211879920494,0.039375993402944,0.782436799551084,-0.0172816111875718,0.903764706564846,-0.0140021188749894,0.921977053397796,-0.0171030596676923,0.904755343932931,-0.270703715811548,0.0730776400826009,-0.306949388158051,0.031437891638313,-0.161616359985535,0.33163528071489,NA,0.202110665088764,0.0874221240664607,0.534967515920097,0.0874221240664607,0.534967515920097,9.1,563,27.01101563,89,16.2271309580122,-0.0725984936712896,0.34928378583314,"DBF"
