"TIMESTAMP","NEE_VUT_REF","TA_F_MDS","P_ERA","VPD_F_MDS","SW_IN_F_MDS","LE_F_MDS","TA_F_MDS_gw","P_ERA_gw","VPD_F_MDS_gw","SW_IN_F_MDS_gw","LE_F_MDS_gw","TA_F_MDS_ngw","P_ERA_ngw","VPD_F_MDS_ngw","SW_IN_F_MDS_ngw","LE_F_MDS_ngw","site_ID","isubts"
2018,-2.75669,-0.557,229.038,3.516,104.004,20.2349,13.9915826086957,66.488,7.41269565217391,198.28632173913,50.3837756521739,-7.248816,162.563,1.723816,60.633936,6.3663726108,"US-BZB",75
2019,-27.3465,0.421,268.336,3.851,104.921,21.5852,15.2544260869565,79.688,8.13221739130435,203.819808695652,51.2060747826087,-6.402488,188.645,1.881552,59.426844,7.959632182,"US-BZB",75
2020,-43.9849,-2.46,295.586,3.487,105.638,21.9479,14.254652173913,74.013,7.25690434782609,207.130669565217,52.8092460869565,-10.1177131474104,221.575,1.75917131474104,59.1370677290837,7.80821938645418,"US-BZB",75
2021,-12.258,-2.778,256.44,3.723,106.708,19.9088,14.3224608695652,45.012,8.37904347826087,205.113260869565,50.8502139130435,-10.643816,211.428,1.580684,61.44124,5.6758250888,"US-BZB",75
2011,63.4523,NA,274.933,NA,NA,NA,14.8931971830986,32.297,6.93752112676056,207.677915492958,NA,-1.74633146067416,242.632,3.54179775280899,95.2054180790961,NA,"US-BZF",76
2012,-5.70588,-3.918,246.498,3.194,108.635,24.8464,15.487676056338,32.761,7.18102816901408,216.129915492958,71.5260197183099,-8.58857966101695,213.737,2.23474576271186,82.7633593220339,13.6116020830508,"US-BZF",76
2014,135.5,-0.556,275.946,3.058,110.037,23.8601,15.1903098591549,33.992,6.23614084507042,207.435126760563,62.5515507042254,-4.3590306122449,241.958,2.29002040816327,86.5153367346939,14.516236052585,"US-BZF",76
2015,6.306,-0.679,306.099,3.315,109.701,23.1219,15.6844507042254,41.971,7.39381690140845,209.033788732394,58.6108042253521,-4.63092857142857,264.126,2.33046598639456,85.7120850340136,14.5514205221088,"US-BZF",76
2016,48.7379,0.678,233.568,3.335,106.885,24.6749,16.1779436619718,44.037,6.39378873239437,201.780323943662,57.1825,-3.0522406779661,189.527,2.59827457627119,84.0463830508475,16.8510043514915,"US-BZF",76
2017,-25.5519,-0.773,272.982,3.396,113.588,25.2024,17.6618591549296,37.199,8.1835352112676,229.316197183099,71.1256197183099,-5.22494217687075,235.783,2.23941836734694,85.6397585034014,14.1121144216667,"US-BZF",76
2018,59.7031,-0.06,230.325,3.215,107.219,23.8739,15.9461408450704,41.024,7.78925352112676,215.006732394366,67.4474,-3.92529931972789,189.303,2.11077210884354,81.1882619047619,13.3510711193537,"US-BZF",76
2019,45.9176,0.732,269.843,3.539,107.655,NA,17.2334647887324,34.059,8.10047887323944,214.767535211268,NA,-3.25307482993197,235.786,2.43687755102041,81.787425170068,NA,"US-BZF",76
2020,-111.199,-2.042,297.247,2.997,110.337,26.8955,15.497,43.417,5.98442253521127,218.98223943662,69.5022492957746,-6.26315593220339,253.827,2.27800677966102,84.188986440678,16.6409905641017,"US-BZF",76
2021,31.1201,-2.536,257.881,3.346,109.273,20.9631,16.6595774647887,33.503,9.16408450704225,224.473887323944,58.8569816901408,-7.17220408163265,224.384,1.94110884353741,81.4529659863946,11.8118621758503,"US-BZF",76
2011,-149.971,-1.719,296.873,3.556,114.779,19.785,14.5115491803279,68.005,7.71572131147541,214.138336065574,45.7342155737705,-9.86706995884774,228.863,1.46758436213992,64.8947777777778,6.75700344395062,"US-BZS",77
2012,-130.089,-3.255,266.169,3.482,108.518,18.4044,14.3434098360656,64.259,7.631,212.481352459016,44.2038991803279,-12.0536762295082,201.904,1.40727868852459,56.5357295081967,5.50470527622951,"US-BZS",77
2015,40.8678,-0.224,330.526,3.642,111.262,20.6187,14.7437049180328,69.613,7.83791803278688,213.888040983607,45.6907008196721,-7.73804526748971,260.915,1.53613580246914,59.7383497942387,8.03112968576132,"US-BZS",77
2016,123.582,0.744,252.207,3.517,110.408,22.8407,15.2033114754098,73.824,6.90594262295082,207.865245901639,51.9750606557377,-6.48610245901639,178.374,1.82229918032787,61.6788278688525,8.27349909385246,"US-BZS",77
2017,58.4444,-0.216,294.767,3.678,112.674,21.5793,15.3227049180328,69.373,7.90449180327869,216.267737704918,48.9546098360656,-8.01693004115226,225.385,1.55588065843621,60.664366255144,7.83524692345679,"US-BZS",77
2018,34.8376,0.121,248.706,3.522,106.043,21.2135,14.2775655737705,72.711,7.26922950819672,202.440819672131,48.1253475409836,-6.98693827160494,176.003,1.64095473251029,57.6460329218107,7.70226026962963,"US-BZS",77
2019,-44.0193,1.164,291.377,3.78,108.688,23.1057,15.6040491803279,87.837,7.90568032786885,211.290196721311,49.6866196721312,-6.08571193415638,203.548,1.70938683127572,57.1763127572017,9.76047390411523,"US-BZS",77
2020,-115.313,-1.264,320.968,3.337,109.916,24.9502,14.6645737704918,85.335,6.99300819672131,214.074680327869,59.1083442622951,-9.2278606557377,235.622,1.50877049180328,57.8366147540984,7.87112233811475,"US-BZS",77
2021,-91.8625,-1.973,278.461,3.583,108.726,19.6547,14.6147704918033,54.382,7.90084426229508,211.643098360656,45.9361754098361,-10.3012386831276,224.064,1.41448971193416,57.0550946502058,6.45984658353909,"US-BZS",77
2006,-100.798854819978,12.8162966064757,1198.55882921893,0.559188657119137,148.696243877684,60.6936686397115,20.8753212174941,602.596458218443,0.793002068557919,193.582476006922,103.178249448786,7.74342843614718,595.962371000489,0.412011465097403,120.441963832051,33.9511423268567,"US-Ced",78
