Climateclass,IGBP,MAP,MAT,canopyH_Lang,sd_Lang,site_ID,source,timestamp,.geo
Dfc,GRA,918,2.3,19.03494033,8.97167546,CH-Aws,EuropFlux_FLUXNET2020,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[9.790415650248931,46.59219305985617],[9.782646831211903,46.590438018075915],[9.777908908430607,46.58585762673021],[9.778049240314704,46.58023866449882],[9.783011785773835,46.575772511166505],[9.790860806887816,46.574200531494355],[9.798536292061192,46.576135555383864],[9.803045802956104,46.58082321502785],[9.802630116640447,46.58643573810017],[9.797450045078188,46.590784194809444],[9.790415650248931,46.59219305985617]]]}"
Dfc,GRA,920,2.9,16.60539837,8.516130813,IT-Tor,EuropFlux_FLUXNET2020,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[7.5780549580870264,45.853440411028636],[7.570389973624353,45.85168537594844],[7.565715349237734,45.84710499526698],[7.565853773583895,45.841486032648156],[7.570750000014077,45.837019868424356],[7.578494168312397,45.835447882688825],[7.586067116878491,45.837382913877015],[7.590516358118931,45.84207058390904],[7.590106194036784,45.84768310583483],[7.584995333199119,45.85203155147505],[7.5780549580870264,45.853440411028636]]]}"
Dfd,WET,274,-2.4,12.81280787,10.86637041,US-BZB,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-148.32079974013195,64.70450415132166],[-148.33329358401818,64.70274884621637],[-148.34091142707388,64.69816803580396],[-148.34068370025412,64.69254908886944],[-148.33270343797795,64.68808336353096],[-148.32008405221183,64.68651162209552],[-148.3077435429791,64.68844635921012],[-148.3004914885871,64.6931336106328],[-148.301157842077,64.6987461786885],[-148.30948692763752,64.703095070382],[-148.32079974013195,64.70450415132166]]]}"
Dfd,WET,274,-2.4,14.48547708,11.19773594,US-BZF,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-148.31210449307773,64.71030098269112],[-148.32460101205018,64.70854567744799],[-148.33222048528893,64.70396486681624],[-148.33199270863977,64.69834591988976],[-148.3240107379644,64.69388019477529],[-148.31138865203235,64.69230845346453],[-148.29904550223756,64.69424319042903],[-148.29179189517404,64.69893044163804],[-148.2924583902105,64.70454300971727],[-148.30078925833257,64.70889190163845],[-148.31210449307773,64.71030098269112]]]}"
Dfd,ENF,274,-2.4,14.02191913,11.20883289,US-BZS,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-148.32350195537032,64.70529341220812],[-148.33599616340496,64.70353810708406],[-148.3436142283707,64.6989572966418],[-148.3433864947679,64.69333834970837],[-148.33540599993444,64.68887262440037],[-148.32278624660586,64.6873008829819],[-148.31044537792434,64.68923562007606],[-148.3031931121736,64.69392287146968],[-148.30385948493168,64.69953543952857],[-148.31218881314493,64.70388433125308],[-148.32350195537032,64.70529341220812]]]}"
Dwc,ENF,263,-2.9,13.39530052,11.59354549,US-Uaf,AmeriFlux_BASE,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-147.85550146340697,64.87530109897178],[-147.86807466311495,64.87354578978004],[-147.87574086503392,64.8689649728652],[-147.87551165986454,64.86334602616914],[-147.8674807183591,64.85888030747158],[-147.8547812330791,64.85730856973224],[-147.8423623924491,64.85924330239767],[-147.8350642784255,64.86393054748605],[-147.83573483067835,64.86954311623865],[-147.84411679539215,64.87389201468176],[-147.85550146340697,64.87530109897178]]]}"
ET,OSH,378,-1,8.104150588,10.24285871,US-EML,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-149.25359908950227,63.88739617878295],[-149.26572820026067,63.885640892536486],[-149.27312377375554,63.881060112132964],[-149.27290283708703,63.87544116409841],[-149.26515550652124,63.8709754081119],[-149.2529042797592,63.869403649618704],[-149.2409238025001,63.871338407266514],[-149.23388344652682,63.87602568792204],[-149.2345304969249,63.881638252761135],[-149.24261653728604,63.88598711330523],[-149.25359908950227,63.88739617878295]]]}"
ET,OSH,318,-7.4,2.981861821,3.337661518,US-ICh,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-149.2958089400742,68.6157957221496],[-149.31044988549715,68.61404030815812],[-149.31937605113538,68.60945932449336],[-149.31910819849674,68.60384038392388],[-149.3097567592276,68.59937483552731],[-149.29497036317957,68.5978031925662],[-149.28051067028673,68.59973781114223],[-149.2720124071251,68.60442489379126],[-149.27279223151095,68.61003748040373],[-149.28255195447218,68.61438655193638],[-149.2958089400742,68.6157957221496]]]}"
ET,WET,318,-7.4,3.02965314,3.295967018,US-ICs,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-149.31100555646435,68.61479688351363],[-149.32564585016308,68.61304146955476],[-149.33457161871073,68.60846048594189],[-149.3343037782917,68.60284154537048],[-149.32495275521495,68.59837599692094],[-149.3101670168668,68.59680435393035],[-149.29570796716075,68.59873897254187],[-149.2872100822661,68.60342605524143],[-149.28798987225156,68.60903864184833],[-149.29774916099169,68.61338771332713],[-149.31100555646435,68.61479688351363]]]}"
ET,OSH,318,-7.4,2.997579405,3.345606812,US-ICt,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-149.3040939498315,68.61530076193266],[-149.318734572294,68.61354534795734],[-149.32766054115487,68.60896436431828],[-149.32739269457167,68.60334542374785],[-149.31804146154573,68.59887987532505],[-149.30325539141933,68.59730823234932],[-149.2887960172562,68.59924285094294],[-149.28029794154392,68.60392993361701],[-149.28107774888272,68.60954252022671],[-149.2908372566667,68.61389159173268],[-149.3040939498315,68.61530076193266]]]}"
BWh,OSH,NA,,0.00137209046,0.03988731642,ES-Agu,EuropFlux_FLUXNET2020,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-2.03320738913761,36.949043680998344],[-2.039887663254805,36.94728871508295],[-2.0439619839249286,36.94270844449325],[-2.0438416300127216,36.937089477879994],[-2.039574342021477,36.932623201218554],[-2.0328245735065176,36.931051152885644],[-2.0262240571082133,36.93298625942411],[-2.022346381854178,36.93767403669574],[-2.0227041554191727,36.94328654678017],[-2.0271586449352914,36.94763487815061],[-2.03320738913761,36.949043680998344]]]}"
Bsh,CSH,333,8.4,0.2501864983,0.4207967355,US-Rls,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-116.73560465724823,43.15290179463652],[-116.74292257314447,43.15114678261918],[-116.74738561903577,43.14656643864669],[-116.7472535674268,43.14094747469488],[-116.74257901413776,43.136481272979935],[-116.73518532333573,43.13490926637243],[-116.72795510998228,43.136844322684844],[-116.72370732118523,43.141532028474955],[-116.72409902371128,43.14714454645342],[-116.72897854428582,43.15149295399141],[-116.73560465724823,43.15290179463652]]]}"
Bsh,DBF,288,17,6.598968397,3.035826725,US-CMW,AmeriFlux_BASE,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-110.1776983790675,31.672700881982173],[-110.1839713691543,31.670945949695675],[-110.18779739512972,31.666365732636997],[-110.1876845101349,31.660746764084994],[-110.18367735740968,31.65628043275176],[-110.17733888923046,31.654708353979917],[-110.1711405866722,31.656643497158505],[-110.16749931606334,31.661331326573908],[-110.16783541505616,31.666943830897146],[-110.17201842031751,31.671292106705543],[-110.1776983790675,31.672700881982173]]]}"
Bsk,OSH,290,8.9,0.02185836552,0.0460963442,US-Rws,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-116.7132021335557,43.176499357411366],[-116.72052287659282,43.17474434520147],[-116.7249876459697,43.1701640009225],[-116.72485554246877,43.16454503698182],[-116.72017918347636,43.160078835579874],[-116.71278263773335,43.158506829146646],[-116.70554963250765,43.16044188524929],[-116.70130020272374,43.16512959074086],[-116.70169205565328,43.170742108752286],[-116.70657346068661,43.175090516608385],[-116.7132021335557,43.176499357411366]]]}"
Cfb,MF,750,9.8,20.32697944,7.112100747,BE-Bra,EuropFlux_FLUXNET2023,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[4.519838468894865,51.31661062598207],[4.5112969386988055,51.31485553650698],[4.506087977999851,51.310275069249094],[4.5062425209652295,51.304656109778286],[4.511698592191383,51.30019003397555],[4.520327875625178,51.298618097463674],[4.528766388036,51.30055306939974],[4.533724409540252,51.305240655097435],[4.533267644634423,51.31085318632857],[4.527572535703991,51.315201721831876],[4.519838468894865,51.31661062598207]]]}"
Cfb,GRA,NA,,5.388118879,3.367928893,BE-Dor,EuropFlux_FLUXNET2023,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[4.96811189779778,50.32087552434341],[4.959750569176377,50.31912044569904],[4.954651455624187,50.31453999567925],[4.9548026818908175,50.30892103558116],[4.960143660161246,50.30445494217305],[4.968590985371891,50.30288299586056],[4.976851558641988,50.30481797959398],[4.981704984577231,50.3095055820834],[4.981257796766434,50.31511811146223],[4.975682796181584,50.31946662907297],[4.96811189779778,50.32087552434341]]]}"
Csa,WSA,559,15.8,3.747231822,3.104141387,US-Ton,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-120.96600287676394,38.439899527207444],[-120.97281883292443,38.43814455095415],[-120.97697587005263,38.43356426390877],[-120.976853027842,38.42794529789197],[-120.97249907877541,38.423479038036845],[-120.9656122904217,38.421906999060795],[-120.95887778123613,38.42384209433616],[-120.95492135047306,38.42852985557852],[-120.95528634455536,38.43414236743351],[-120.95983127587768,38.43849071588403],[-120.96600287676394,38.439899527207444]]]}"
Csa,GRA,559,15.8,4.268012798,3.668894361,US-Var,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-120.95079734217165,38.42229945534948],[-120.95761163732591,38.42054447922069],[-120.9617676618489,38.41596419237351],[-120.9616448501016,38.41034522634951],[-120.95729196193093,38.40587896629199],[-120.95040685095752,38.404306927203244],[-120.94367398209559,38.40624202261426],[-120.93971851544956,38.410929784049664],[-120.94008342114097,38.41654229588334],[-120.94462724528495,38.42089064412814],[-120.95079734217165,38.42229945534948]]]}"
Csa,GRA,358,15.6,8.234752314,6.586278125,US-Snd,AmeriFlux_BASE,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-121.75399737852464,38.04559905745543],[-121.7607764684953,38.04384408397703],[-121.76491103074562,38.03926380134867],[-121.76478886466006,38.033644835171735],[-121.76045846228074,38.02917857080549],[-121.75360890356055,38.027606529317886],[-121.74691080153075,38.029541627616474],[-121.74297576943741,38.03422939316138],[-121.7433388016625,38.039841904541156],[-121.74785915904882,38.044190248407055],[-121.75399737852464,38.04559905745543]]]}"
Csa,MF,700,13.6,15.72426796,5.882317481,FR-FBn,EuropFlux_FLUXNET2023,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[5.678651814260166,43.249789142325795],[5.671322268753046,43.248034129516945],[5.666852133203651,43.2434537842846],[5.666984398275175,43.237834820378524],[5.6716663794310715,43.23336861995028],[5.679071814198256,43.231796614059114],[5.686313512079999,43.23373166950925],[5.690568051173108,43.23841937407214],[5.690175729955373,43.244031892186094],[5.6852884575498335,43.24838030103175],[5.678651814260166,43.249789142325795]]]}"
Csa,EBF,805,15.2,16.35533378,5.81268856,IT-Cp2,EuropFlux_FLUXNET2023,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[12.357292712563996,41.71326318312731],[12.350140980582852,41.711508182584396],[12.345779244374343,41.70692785687599],[12.345908246182695,41.70130889226138],[12.35047665718045,41.69684267189317],[12.357702529100886,41.6952706549009],[12.364768630905484,41.69720572371376],[12.368919959802918,41.701893447294815],[12.368537098758186,41.70750596330894],[12.363768350088039,41.71185435188968],[12.357292712563996,41.71326318312731]]]}"
Csa,ENF,285,18.2,0.1574581745,1.469629187,IL-Yat,EuropFlux_FLUXNET2020,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[35.05199008340102,31.354044602500814],[35.04573844601188,31.352289672117653],[35.04192543733059,31.34770945808878],[35.04203793067655,31.342090489427097],[35.046031445297864,31.337624154999503],[35.05234835034357,31.33605207450481],[35.05852556613884,31.337987219757235],[35.062154442756615,31.342675052123912],[35.06181948001791,31.348287556121008],[35.0576507078173,31.352635828784653],[35.05199008340102,31.354044602500814]]]}"
Csb,ENF,523,6.28,21.57729916,4.499630376,US-Me2,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-121.55889833013325,44.4615989037113],[-121.56637834971878,44.45984388078416],[-121.57094021708365,44.45526351944653],[-121.57080518958678,44.44964455612516],[-121.56602710030961,44.44517837214537],[-121.5584697126218,44.4436063754114],[-121.55107941859437,44.44554141983875],[-121.54673753830198,44.45022910871355],[-121.54713786420935,44.455841628559426],[-121.55212543624204,44.46019005412161],[-121.55889833013325,44.4615989037113]]]}"
Csb,OSH,400,16,0.7187184691,1.190005394,ES-LJu,EuropFlux_FLUXNET2020,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-2.752117038277315,36.9355905731201],[-2.75879613307171,36.93383560729613],[-2.7628697347849966,36.92925533685195],[-2.762749402499484,36.92363637023343],[-2.7584828677502973,36.91917009342336],[-2.7517342901879007,36.9175980450077],[-2.7451349384314847,36.91953315164577],[-2.741257947705611,36.92422092905916],[-2.741615658510038,36.92983343912793],[-2.7460693619221446,36.93418177034732],[-2.752117038277315,36.9355905731201]]]}"
Am,EBF,2074.79,26.13,37.3025191,7.431964987,BR-Sa1,AmeriFlux_BASE,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-54.958902066634224,-2.847701928433357],[-54.964247476175935,-2.8494566948925932],[-54.967508210284606,-2.8540366479571784],[-54.96741256872171,-2.8596556260369392],[-54.96399780907408,-2.864122226991],[-54.95859567630795,-2.8656944558909094],[-54.95331303821622,-2.86375913200022],[-54.95021015621802,-2.8590710454362713],[-54.950497137516734,-2.8534585695580565],[-54.95406201699437,-2.8491105677549458],[-54.958902066634224,-2.847701928433357]]]}"
Am,EBF,3041,25.7,35.39925693,8.711868735,GF-Guy,EuropFlux_FLUXNET2020,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-52.924802857285925,5.287700529424922],[-52.93016445890113,5.285945727572551],[-52.93343497209364,5.281365718158869],[-52.93333892279081,5.275746742108125],[-52.9299138493659,5.271280198704307],[-52.92449555124855,5.269708001851093],[-52.91919709795359,5.2716432871666745],[-52.916084825890444,5.276331318843273],[-52.916372552122525,5.281943800797644],[-52.919948142212824,5.286291861086029],[-52.924802857285925,5.287700529424922]]]}"
Bsh,CSH,800,5.4,8.437384252,5.760725611,US-Rms,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-116.74859401861691,43.07349858217781],[-116.75590244660353,43.07174357080727],[-116.76035970846024,43.067163227864306],[-116.76022783099911,43.061544263875135],[-116.75555933766695,43.05707806110872],[-116.74817522807554,43.05550605391585],[-116.74095438427324,43.05744111093289],[-116.73671210264257,43.062128817725856],[-116.73710330041094,43.06774133559361],[-116.74197649672368,43.072089742062985],[-116.74859401861691,43.07349858217781]]]}"
Bsh,CSH,505,6.5,1.135819683,1.391140062,US-Rwf,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-116.72309687879331,43.129701091855445],[-116.73041201843232,43.12794608002727],[-116.7348733718575,43.123365736355865],[-116.73474137120631,43.11774677239314],[-116.73006859112115,43.11328057037068],[-116.72267770387661,43.11170856359199],[-116.71545023214699,43.113643620110466],[-116.71120405480187,43.11833132619387],[-116.71159560963113,43.12394384413996],[-116.71647327966367,43.128292251365416],[-116.72309687879331,43.129701091855445]]]}"
Cfa,GRA,1014,12,9.39895647,5.158661451,US-KFS,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-95.19069541124432,39.065096708607925],[-95.19757132357843,39.06334172789201],[-95.20176491197323,39.058761433743186],[-95.20164097011103,39.0531424679839],[-95.19724872664143,39.048676215383615],[-95.19030139113433,39.04710418044662],[-95.18350767240067,39.049039270860064],[-95.17951644058547,39.05372702518301],[-95.1798846252131,39.05933953780224],[-95.18446952154436,39.06368789362577],[-95.19069541124432,39.065096708607925]]]}"
Cfa,GRA,867,12.77,4.487598776,3.17176128,US-Kon,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-96.56030384070918,39.0914009457222],[-96.5671823167526,39.0896459648168],[-96.57137746806796,39.08506567036636],[-96.57125347918327,39.07944670461801],[-96.5668595982561,39.07498045232576],[-96.55990967377241,39.07340841756027],[-96.55311342325763,39.07534350776727],[-96.54912070335926,39.08003126179643],[-96.54948902441193,39.08564377444811],[-96.55407562963458,39.08999213058469],[-96.56030384070918,39.0914009457222]]]}"
Cfa,DBF,986,12.11,24.28512772,6.142318232,US-MOz,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-92.19999863020344,38.753097866999376],[-92.20684438880411,38.75134288852026],[-92.21101959449334,38.74676259793189],[-92.21089620568773,38.741143632043524],[-92.20652322160392,38.736677375806906],[-92.19960633703586,38.73510533884542],[-92.19284239652089,38.737040431695796],[-92.18886866718363,38.74172818948696],[-92.18923524720142,38.74734070172315],[-92.19380004395428,38.75168905385108],[-92.19999863020344,38.753097866999376]]]}"
Cfa,WET,1311,16.6,22.41752336,7.252490154,US-NC4,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-75.9037991339875,35.79689669170795],[-75.91038119806029,35.795141733507975],[-75.91439564638324,35.790561475199645],[-75.91427709342774,35.78494250814139],[-75.91007253291761,35.780476218936855],[-75.90342194300504,35.77890416362059],[-75.89691841414027,35.78083927856512],[-75.8930977440973,35.78552706779987],[-75.8934502911288,35.791139576562735],[-75.89783931651,35.7954878951858],[-75.9037991339875,35.79689669170795]]]}"
Cfa,CSH,1138,11.04,19.45107761,5.517183635,US-Ced,AmeriFlux_BASE,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-74.37909871078274,39.846897519005424],[-74.38605227530113,39.845142532596455],[-74.39029320293642,39.840562229385654],[-74.39016783674212,39.834943263954976],[-74.38572599634158,39.830477020609756],[-74.37870024344406,39.82890499082542],[-74.37182983970634,39.83084007503646],[-74.36779353534924,39.83552782053224],[-74.3681658520829,39.84114033412636],[-74.37280250897035,39.84548869935573],[-74.37909871078274,39.846897519005424]]]}"
Cfa,SAV,1310,20,21.89044455,6.214971773,US-LL1,AmeriFlux_BASE,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-84.53289988318015,31.28819705724459],[-84.5391471503828,31.286442127253117],[-84.54295749485904,31.281861913847766],[-84.54284508167268,31.27624294516352],[-84.53885435831675,31.271776610099106],[-84.53254186652318,31.270204529249877],[-84.52636896648306,31.272139674929075],[-84.52274262650256,31.276827507903114],[-84.5230773566901,31.282440011833092],[-84.5272432158585,31.28678828384956],[-84.53289988318015,31.28819705724459]]]}"
Cfa,SAV,1310,20,23.37974774,7.620962227,US-LL2,AmeriFlux_BASE,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-84.44489952389038,31.20999780207031],[-84.45114161977607,31.208242872543295],[-84.45494881165332,31.20366265987729],[-84.45483649332219,31.19804369116629],[-84.45084907291844,31.19357735534676],[-84.44454180340055,31.1920052740771],[-84.43837401026637,31.19394042026239],[-84.43475067193239,31.198628253956606],[-84.43508512693916,31.20424075780699],[-84.43924753906707,31.20858902905607],[-84.44489952389038,31.20999780207031]]]}"
Cfa,SAV,1310,20,18.6490821,6.31747963,US-LL3,AmeriFlux_BASE,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-84.47869950987551,31.27779843358796],[-84.48494608825237,31.276043503658293],[-84.48875601279846,31.27146329035132],[-84.48864361224688,31.265844321663522],[-84.48465332884827,31.261377986498626],[-84.47834153266838,31.25980590559344],[-84.47216931287456,31.26174105133999],[-84.46854337271706,31.266428884409862],[-84.46887806625013,31.27204138832924],[-84.47304346626844,31.276389660243595],[-84.47869950987551,31.27779843358796]]]}"
Cfa,ENF,1320,16.6,18.40304181,7.269491477,US-NC2,AmeriFlux_BASE,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-76.66850375094609,35.81199966697597],[-76.67508706659052,35.810244708676336],[-76.67910227791653,35.80566445020933],[-76.67898370201033,35.80004548315682],[-76.67477834211205,35.79557919411434],[-76.66812648828405,35.79400713888829],[-76.66162172342646,35.79594225372421],[-76.65780032691902,35.800630042804414],[-76.65815294055695,35.80624255158435],[-76.66254280020195,35.8105908703721],[-76.66850375094609,35.81199966697597]]]}"
Cfa,ENF,1312.35,20.25,13.45271011,6.471716369,US-SP3,AmeriFlux_BASE,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-82.16329791057058,29.763799852911475],[-82.16944793295262,29.762044931839462],[-82.17319899407401,29.757464732632595],[-82.17308836481654,29.751845763434545],[-82.16915975227664,29.747379413869055],[-82.16294546321168,29.74580732494605],[-82.15686859643303,29.747742480343845],[-82.15329870135758,29.75243032714836],[-82.15362825708694,29.758042829549822],[-82.15772929601155,29.76239108682917],[-82.16329791057058,29.763799852911475]]]}"
Cfb,ENF,1369,9.93,21.52961167,9.010245773,CA-Ca1,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-125.33360317659309,49.876298690213794],[-125.34188727825881,49.87454361625959],[-125.34693931544864,49.86996317370468],[-125.34678951008989,49.86434421333504],[-125.34149785603482,49.859878112303],[-125.33312851143499,49.858306161746356],[-125.32494419631365,49.86024115058859],[-125.32013559575957,49.8649287603496],[-125.32057867870394,49.870541288926226],[-125.3261022054429,49.874889798788686],[-125.33360317659309,49.876298690213794]]]}"
Cfb,EBF,2110,10,21.55071853,10.5492748,CL-SDF,AmeriFlux_FLUXNET,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-73.67600103397857,-41.873999598749634],[-73.68317111574171,-41.87575415460307],[-73.68754569294069,-41.88033377232088],[-73.68741834328272,-41.88595276242341],[-73.68283770569967,-41.890419705874],[-73.6755899577145,-41.891992125515095],[-73.66850258838545,-41.89005657202772],[-73.66434045612088,-41.88536815882265],[-73.66472638934684,-41.87975571915688],[-73.6695088515014,-41.875408065405644],[-73.67600103397857,-41.873999598749634]]]}"
Cfb,ENF,1676,9.94,24.83058992,8.552579447,CA-Ca3,AmeriFlux_BASE,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-124.90039705014975,49.54359624241408],[-124.90862460687731,49.54184117191366],[-124.91364217499012,49.53726073485583],[-124.91349340982364,49.53164177428622],[-124.90823787059831,49.52717566764001],[-124.89992562306749,49.52560371395798],[-124.89179714382422,49.527538706562346],[-124.88702136405776,49.53222632167806],[-124.88746144125818,49.537838849663935],[-124.89294727913506,49.542187353820616],[-124.90039705014975,49.54359624241408]]]}"
Cfb,WET,2110,10,18.52086325,10.33425377,CL-SDP,AmeriFlux_BASE,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-73.66599927031568,-41.87000424420573],[-73.67316890389534,-41.87175880009046],[-73.67754320753463,-41.87633841785808],[-73.6774158656974,-41.88195740795883],[-73.67283551447379,-41.88642435135855],[-73.66558821976159,-41.88799677097129],[-73.65850129366669,-41.886061217518034],[-73.654339421577,-41.88137280436148],[-73.6547253305322,-41.87576036469032],[-73.65950749364333,-41.87141271088739],[-73.66599927031568,-41.87000424420573]]]}"
Cfb,CSH,816.4,10.9,12.51372303,7.201637455,BE-Maa,EuropFlux_FLUXNET2023,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[5.631849089603198,50.98886669855381],[5.623368007351863,50.98711161269485],[5.618195894317236,50.982531151192326],[5.618349324527734,50.97691219151206],[5.623766788298249,50.97244610983133],[5.632335034830098,50.97087417004728],[5.640713858507081,50.97280914592218],[5.6456367938326695,50.97749673722622],[5.645183241337133,50.983109267838934],[5.639528422167483,50.98745779736835],[5.631849089603198,50.98886669855381]]]}"
Cfb,MF,1062,7.8,25.12945726,8.153777858,BE-Vie,EuropFlux_FLUXNET2023,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[5.998097354627973,50.3139594586095],[5.989737242278433,50.312204380038764],[5.98463887014494,50.307623930136174],[5.984790074030968,50.30200497003382],[5.990130275479238,50.29753887650603],[5.998576372552289,50.2959669301269],[6.006835744812166,50.29790191394053],[6.011688464778417,50.3025895165441],[6.011241341614072,50.30820204591035],[6.005667151705478,50.31255056339945],[5.998097354627973,50.3139594586095]]]}"
Cfb,DBF,563,9.1,27.01101563,7.560955465,DE-HoH,EuropFlux_FLUXNET2023,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[11.22234893513779,52.095557611705374],[11.213659064678712,52.09380251342449],[11.20835967984954,52.08922203215153],[11.208516954316288,52.083603073190886],[11.214067768681458,52.07913701170182],[11.222846836372991,52.07756508315806],[11.23143182469283,52.079500045502634],[11.236475948203047,52.08418761754813],[11.236011300813466,52.08980015028507],[11.230217320722986,52.09414870033558],[11.22234893513779,52.095557611705374]]]}"
Cfb,DBF,660,8.2,13.53600377,5.83276837,DK-Sor,EuropFlux_FLUXNET2023,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[11.644643641303333,55.494868576879824],[11.635219544814042,55.49311343622354],[11.629472610063312,55.48853288750874],[11.629643421198422,55.48291393100526],[11.63566317258546,55.47844793839482],[11.645183585236193,55.47687604819341],[11.654493545170087,55.478810964383925],[11.659963838480602,55.483498470733544],[11.659460193610304,55.489111010714375],[11.65317685266184,55.49345963076769],[11.644643641303333,55.494868576879824]]]}"
Cfb,ENF,930,12.8,7.770716698,5.176532088,FR-Bil,EuropFlux_FLUXNET2023,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[-0.9560936932735448,44.50265384711038],[-0.9635789781277648,44.50089882383313],[-0.9681440552857212,44.496318461938245],[-0.9680089311123515,44.4906994986371],[-0.9632274789007055,44.48623331522644],[-0.9556647742245148,44.484661318809316],[-0.9482692806647199,44.48659636285527],[-0.9439243442001247,44.49128405118725],[-0.9443249501844283,44.496896571093046],[-0.9493160318096346,44.50124499723365],[-0.9560936932735448,44.50265384711038]]]}"
Cfb,DBF,720,10.2,19.12777793,5.692696625,FR-Fon,EuropFlux_FLUXNET2023,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[2.7800978973876878,48.48535792130926],[2.7720433956872554,48.48360286148937],[2.7671313205196943,48.479022441430935],[2.767276903147244,48.47340348024315],[2.772421913174718,48.46893735623534],[2.7805594142818673,48.46736539288822],[2.788517007055062,48.46930039712677],[2.793192339165584,48.47398802880166],[2.792761462011538,48.47960055496047],[2.7873909711061917,48.48394904147243],[2.7800978973876878,48.48535792130926]]]}"
Cfb,DBF,820,9.2,20.34569753,6.865293189,FR-Hes,EuropFlux_FLUXNET2023,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[7.064651899197481,48.68309675752431],[7.056565824904377,48.68134169574291],[7.0516345032510905,48.676761272562445],[7.051780666402745,48.67114231148818],[7.056945841681142,48.666676190668916],[7.065115224142356,48.665104229096826],[7.073103994039382,48.66703923119871],[7.077797652080145,48.67172685983243],[7.0773650963345816,48.67733938632681],[7.071973561159481,48.68168787607929],[7.064651899197481,48.68309675752431]]]}"
Cfb,GRA,1136,9.5,13.54489414,6.332422699,CH-Cha,EuropFlux_FLUXNET2020,1577836800000,"{""type"":""Polygon"",""coordinates"":[[[8.410444269935875,47.219222931789616],[8.40258404863622,47.21746788417768],[8.397790406624527,47.21288748354993],[8.39793241804558,47.20726852165584],[8.402953341929464,47.20280237780334],[8.410894660971666,47.201230403408665],[8.418660405228167,47.20316542094552],[8.423222969546323,47.20785307154786],[8.422802422598071,47.21346559561803],[8.417561427336047,47.21781406196169],[8.410444269935875,47.219222931789616]]]}"
