"site_ID","year_start","year_end","NEE","NEEtrend_lm","NEEp","GPP","GPPtrend_lm","GPPp","ER","ERtrend_lm","ERp","NEEtrend_unit","source","Lat","TA_t","TA_p","TA_gs_t","TA_gs_p","TA_ngs_t","TA_ngs_p","P_t","P_p","P_gs_t","P_gs_p","P_ngs_t","P_ngs_p","VPD_t","VPD_p","VPD_gs_t","VPD_gs_p","VPD_ngs_t","VPD_ngs_p","SW_t","SW_p","SW_gs_t","SW_gs_p","SW_ngs_t","SW_ngs_p","LE_t","LE_p","LE_gs_t","LE_gs_p","LE_ngs_t","LE_ngs_p","CO2_t","CO2_p","Lgs_t","Lgs_p","Lgs_piece_t","Lgs_piece_p","MAT","MAP","Height","Age","Nmean","Ntrend_lm","Np","IGBP"
"CA-Cbo",1996,2007,578.696727272727,-0.00377819072092654,1,1318.76363636364,17.467,0.212911902811505,1557.26909090909,-13.5588888888889,0.876269663627762,-0.897333333333336,"AmeriFlux_FLUXNET",44.3167,0.167321902946498,0.212911902811505,0.229804383258325,0.0292725091863045,0.0916579579486525,0.350201389179296,-0.14395977790828,0.0867681727038757,-0.182170596217645,0.0867681727038757,0.047433860910679,0.640428787412791,0.0627649518568415,0.755496874928883,0.0706099098235404,0.533416513472694,-0.0448784334234435,0.640428787412791,0.167086347793608,0.0867681727038757,0.18940804903429,0.0429601460284251,0.0847192291379993,0.275757847827509,-0.0551192696244709,0.755496874928883,-0.0742571922816322,0.436274928840529,0.0394457354260316,0.533416513472694,3.05260833333333,0.000108282215157579,0.00565685867642278,1,0.00565685867642278,1,6.66,876.34,21,108.5,8.52389826093401,0.0973971136209306,0.201166335477208,"DBF"
"CA-Cbo",2009,2020,588.987183333333,0.0711078836356506,0.372691490471518,1659.79833333333,21.6675,0.114756734318649,1799.74833333333,2.28775000000001,0.837011475105446,19.2839444444444,"AmeriFlux_FLUXNET",44.3167,-0.0324949801466066,0.73170172322421,0.0516864027353859,0.631221820478253,-0.0789124050097869,0.45067028531418,0.0774017665885371,0.537133857176902,-0.038955033419953,0.837011475105446,0.16844495191217,0.0864711277740726,-0.0123337409724963,0.9453298708327,0.0584801658316308,0.45067028531418,-0.115296985449867,0.192616274329602,-0.10639849534322,0.303673214899419,0.0881991711332242,0.149860747513049,-0.181413513105633,0.0467449410537112,0.110022778479818,0.303673214899419,0.125911377855057,0.192616274329602,0.0513460168963135,0.45067028531418,2.67586666666666,4.61013883104642e-07,-0.0403685925833718,0.640428787412791,-0.0370595987610831,0.640428787412791,6.66,876.34,23,121.5,8.52389826093401,0.0973971136209306,0.201166335477208,"DBF"
"CA-Gro",2004,2013,-116.17784,-0.0502570246059579,0.720514787136255,1064.7918,-29.4841428571428,0.0736382701203027,1034.863,-52.003,0.0490979816092656,-2.4765,"AmeriFlux_FLUXNET",48.2167,0.0935116952575868,0.720514787136255,0.115370073314591,0.210497700055337,0.0200329395523521,1,0.151454032810797,0.283130870662347,0.0883302775814968,0.474274350767329,0.126316676285282,0.283130870662347,0.170708472685338,0.152406283956749,0.121028061746316,0.371093369522698,0.250190920307883,0.0490979816092656,-0.170722955666863,0.152406283956749,-0.0960889235350631,0.474274350767329,-0.220382929270325,0.0318231273864902,-0.325559735303496,0.00128218374180531,-0.302798352409904,0.00235752759579549,-0.277624400865848,0.00420755128549175,2.01169696969697,7.83192214724439e-07,-0.0296938949884225,1,-0.0296938949884225,1,1.3,831,31.3,78.5,3.88102878843035,-0.117144777396052,0.117129659105686,"MF"
"CA-LP1",2008,2022,-169.244141666667,-0.130581884474627,0.303673214899419,584.227083333333,23.6792708333333,0.00126895522865681,433.74725,25.4117708333333,0.00748788681514909,-6.45333333333333,"AmeriFlux_FLUXNET",55.1119,-0.00927788449501504,0.73170172322421,-0.0616523469421467,0.631221820478253,-0.043157484267652,0.9453298708327,-0.126239414025345,0.303673214899419,-0.193548022469992,0.0335241652350047,-0.0268856910846616,0.9453298708327,0.0519839962405112,0.837011475105446,0.0210406204074539,0.837011475105446,0.0890014653145579,0.243722284772174,0.0498940440509502,0.73170172322421,-0.0280078848739482,0.837011475105446,0.178901672044267,0.149860747513049,0.180377989711527,0.0335241652350047,0.180960273886146,0.0467449410537112,0.194618905673042,0.0163933168888091,1.82802763561924,1.74877147063802e-07,0.141503893344501,0.275757847827509,0.141503893344501,0.275757847827509,2,570,10.07556368,NA,2.94706852095468,0.0381315962402566,0.628259369694992,"ENF"
"CA-Man",1995,2008,-39.6657586542589,-0.194704671285325,0.0285390635703624,662.940135524252,-7.93553169040575,0.0374974908157198,623.274376869995,-15.188274939871,0.011793457077065,-8.47212731874502,"AmeriFlux_BASE",55.8796,0.153577912880901,0.0160061551531633,0.149181603550531,0.0160061551531633,0.13871840139713,0.0626981162609826,0.0343150241911542,0.511220344688192,0.00074290245116219,1,0.0880383022274453,0.154629751965815,0.239638107483912,0.0292725091863045,0.130859588503423,0.0864711277740726,0.0863479958146837,0.160555891435809,-0.132543808863089,0.0285390635703624,-0.0558258343695683,0.381074481609294,-0.201157608808118,0.00149731387847716,0.00944540145513106,0.912814027184075,-0.0132857704498708,0.912814027184075,-0.0989510457320931,0.443421402864083,1.90596141507669,3.57267181186639e-06,0.0191293390121564,0.742556821926578,0.0191293390121564,0.742556821926578,-3.2,520,10,164.5,4.48751914235098,0.0450517426150382,0.56641752785298,"ENF"
"CA-Mer",1999,2020,-102.855923693082,0.0193527770840639,0.611760029254632,664.695964409024,6.672270589897,0.0278467559641333,445.756607431308,5.82879118972033,0.259354892820018,0.693618743862998,"AmeriFlux_BASE",45.4094,0.0229085169276171,0.735080492681957,0.0414123169377673,0.259354892820018,-0.0146988828074631,0.651869280718426,0.0444975532860191,0.0906696595086234,0.00791882956523576,0.821525423189477,0.0482319729322801,0.236289164502374,-0.0975691577218888,0.00336153218805778,-0.0952703978085885,0.017854292789383,-0.071387161862624,0.0153074607195724,-0.00118692268020242,1,0.0678845192418218,0.0369200731625019,-0.0537725823951177,0.158570249496755,-0.072750640806043,0.0371976937291238,-0.00147609325990149,0.955026455293992,-0.086415669810883,0.00336153218805778,2.50879073005018,2.04240412258663e-13,0.0524796885642426,0.28393508435663,0.0636885891370329,0.194595140496186,6,943,9.385283598,NA,12.3177045413426,-0.227428016613109,5.61766811501708e-05,"WET"
"CA-Oas",1997,2010,-119.655911335612,0.0495985422859732,0.273561411724749,1345.07481479781,-19.65769886911,0.154629751965815,1292.77286117647,-10.6667340940514,0.443421402864083,4.31094116594835,"AmeriFlux_BASE",53.6289,-0.074748923234263,0.154629751965815,-0.0627179569119136,0.443421402864083,-0.0790316312998648,0.273561411724749,0.074081757774409,0.324423690521579,0.0495290538369892,0.742556821926578,0.0373968141185016,0.324423690521579,-0.0458094930355702,0.584070366945506,-0.0275933673911896,0.584070366945506,0.0359783596364883,0.661415917007863,-0.00866235157949916,0.826665969670155,-0.0323711180892698,0.584070366945506,0.0295609000461084,0.742556821926578,0.019118995234611,0.742556821926578,0.00288637186539107,1,0.105328141747585,0.188887477539538,2.24125907795727,3.09681360498987e-13,-0.0727002465397871,0.324423690521579,-0.0727002465397871,0.324423690521579,0.34,428.53,22,82.5,4.88072861092431,0.108169892829538,0.151690371869408,"DBF"
"CA-Obs",2000,2010,-50.9419792139369,0.0193537777435119,0.876269663627762,1043.65900022553,5.72353922303997,0.350201389179296,1060.25252461441,9.05682146642001,0.436274928840529,0.487629157668196,"AmeriFlux_BASE",53.9872,-0.0429922340117739,0.876269663627762,-0.0670880181282654,0.640428787412791,0.0205430122015462,1,0.066068725038323,0.350201389179296,0.0129876180834409,0.876269663627762,0.137169420542134,0.161124949289052,-0.053368900848645,0.720514787136255,-0.110564183084445,0.436274928840529,-0.0836265256097726,0.533416513472694,-0.0914799867600909,0.350201389179296,-0.0535172443302659,0.755496874928883,-0.137621219275279,0.0617066900283127,0.189837041788707,0.119470986771701,0.150914295208438,0.275757847827509,0.0809933817743266,0.350201389179296,2.18405690603809,2.53187641110281e-10,-0.162731083224236,0.119470986771701,-0.162731083224236,0.119470986771701,0.79,405.6,7.2,115,5.11314742054258,0.137454568857819,0.0594003891008261,"ENF"
"CA-Ojp",2000,2010,0.73346388146219,0.128518304937536,0.436274928840529,654.997292910899,-1.14454529151444,0.876269663627762,583.73593855153,5.34638241503212,0.754454177494089,3.49948599298097,"AmeriFlux_BASE",53.9163,0.0771274590915539,0.916965236628864,-0.0578236260892908,0.533416513472694,-0.142936766189238,0.436274928840529,0.0732665991198354,0.436274928840529,0.0420341375927636,0.876269663627762,0.155242744752535,0.119470986771701,-0.0248579614949441,0.916965236628864,-0.145682467707726,0.436274928840529,-0.165555382334974,0.161124949289052,-0.128982236364104,0.212911902811505,-0.058569538978497,0.436274928840529,-0.245584558839269,0.0081234233042735,0.123993851978998,0.275757847827509,0.142489020636387,0.212911902811505,0.0831138291452221,0.755496874928883,NA,NA,-0.153383804018233,0.0429601460284251,-0.153383804018233,0.0429601460284251,0.12,430.5,16.7,91,5.48348067487989,0.128585510741398,0.0813206503553302,"ENF"
"CA-Qfo",2004,2010,5.15308285714286,0.297617190398561,0.367520738242143,665.199714285714,0.490000000000012,1,674.126714285714,-15.8075,0.76389059347054,5.48742,"AmeriFlux_FLUXNET",49.6925,0.178659194894703,0.548005572361309,0.0572782049700771,0.76389059347054,0.0926570009870658,0.367520738242143,0.180370425274708,0.548005572361309,0.00130420585936816,1,0.129372984439603,0.548005572361309,0.112231365153632,0.548005572361309,0.0720162136394488,0.76389059347054,0.242313983890821,0.76389059347054,0.0609143563674814,0.76389059347054,0.00996953025694682,1,0.101266573551662,0.367520738242143,-0.145484540807459,0.367520738242143,-0.126546970395924,0.548005572361309,-0.0475951143019421,1,1.92528571428572,2.739719228087e-05,-0.311457552440054,0.13312848419606,-0.311457552440054,0.13312848419606,-0.36,962.32,14.1,103,2.64339849778584,0.127162789505794,0.0852955621592366,"ENF"
"CA-TP3",2004,2017,-485.036461538462,-0.155310617715548,0.0123715812045243,1570.74846153846,63.9804166666667,0.00604371940110763,1201.29523076923,38.339,0.0173433591624235,-19.5283125,"AmeriFlux_FLUXNET",42.7068,0.0221415895566433,0.760332307521876,0.026311807203037,0.502158251500749,0.0390892111172587,0.669334014464053,0.0946882197343201,0.160555891435809,0.0765926290407127,0.200128117678602,0.0515465848670922,0.502158251500749,-0.0827313874249322,0.299665448434302,-0.0421806763370564,0.427710510297464,-0.0843332022619005,0.299665448434302,0.174904460120545,0.0173433591624235,0.162631532624678,0.0173433591624235,0.0977030126792723,0.299665448434302,-0.216117603338354,0.107404636330254,-0.178560591098868,0.107404636330254,-0.0401780428724048,0.591505036994917,2.03826732673266,0.00245645879500534,0.0862340350863971,0.114756734318649,0.151276713808566,0.0641035767124359,8,1036,15.2,39.5,10.2266225814819,0.0953919771515368,0.211364099159023,"ENF"
"CA-TP4",2003,2017,-131.354445224576,-0.0990529393807474,0.273561411724749,1540.93385085383,22.3214921164766,0.00619562249890606,1246.02454125721,8.84648138632891,0.228439808988675,-5.96802801143854,"AmeriFlux_BASE",42.7102,0.104462469068177,0.125311111389424,0.113291832772723,0.273561411724749,0.121435120560617,0.0626981162609826,-0.0385028921524346,0.661415917007863,-0.110655109566801,0.0798019286423907,0.0564349070392054,0.381074481609294,0.166380832686164,0.00217151028878612,0.158258902840788,0.00441702133568098,0.18921348947528,0.00441702133568098,0.134565934271603,0.100518173207465,0.150325226371928,0.0626981162609826,0.0188051951472302,0.826665969670155,0.0421917708754739,0.661415917007863,0.017275150790482,0.742556821926578,0.0841251554168351,0.228439808988675,2.00710358891558,3.56456043989864e-07,0.0653128127269746,0.200128117678602,0.0653128127269746,0.200128117678602,8,1036,22.7,72,12.8694797243391,0.0953919771515368,0.211364099159023,"ENF"
"CH-Aws",2007,2020,-431.122661538462,0.087946622923085,0.360121647755378,1440.52,-5.36916666666665,0.854777098065548,1056.07553846154,14.1140666666667,0.200128117678602,34.5924571428571,"EuropFlux_FLUXNET2020",46.583194,-0.191838575438505,0.0239875344644269,0.0465657399576365,0.854777098065548,-0.205045927945502,0.044083783741321,0.0341833946967094,0.9453298708327,-0.101903561384011,0.303673214899419,0.0893975461466148,0.73170172322421,-0.0671745211222093,0.246387360029247,0.0139730562449922,0.854777098065548,-0.0878504333547901,0.0239875344644269,-0.194846552032755,0.0995087321591697,0.0807989000883037,0.200128117678602,-0.144287115484098,0.160555891435809,-0.312754224397766,0.0164886567276701,-0.0937168471929346,0.251452186508022,-0.243914691549417,0.00914914757959376,3.83772909698997,0.0313041411943951,-0.0860179667706515,0.45067028531418,-0.109356041084917,0.372691490471518,2.3,918,19.03494033,NA,13.4763788495745,-0.200694203976366,0.00160111775403786,"GRA"
"CH-Cha",2006,2020,-72.07653,0.081642713190683,0.360121647755378,2388.12538461538,13.4157936507936,0.582950557761892,2107.70230769231,-14.0633333333333,0.502158251500749,27.7976924242424,"EuropFlux_FLUXNET2020",47.21022222,0.15290647445187,0.00870615545243421,0.109619040642333,0.0768508722678888,0.148737817651777,0.0376933955029609,0.0137006752285959,0.837011475105446,-0.131220006141253,0.0335241652350047,0.183034071837369,0.0641035767124359,0.132599997146848,0.127203687631099,0.142241855874835,0.0327356095883208,0.00560796095421322,1,0.188413647659532,0.00604371940110763,0.164202318609927,0.044083783741321,0.130272797101851,0.200128117678602,-0.0519941231431765,0.127203687631099,-0.128032070437234,0.0585875753104889,0.120473875861168,0.427710510297464,2.69888450206247,0.00111244404912563,0.0814895465387352,0.246387360029247,-0.00287078612131809,1,9.5,1136,13.54489414,NA,22.5318315369742,-0.240946781082441,2.08921450552646e-06,"GRA"
"CH-Dav",1997,2014,5.55730288842492,-0.142593369078275,0.0024437883543766,1068.6580984431,1.57132313820929,0.40467024441074,845.498949488598,1.65378796583325,0.939613698235622,-26.8754731589954,"EuropFlux_FLUXNET2023",46.81533,0.0154759660391057,0.704853461217842,0.0266337267843469,0.448718015619145,-0.019457106457249,0.649445669217466,-0.0117408295391515,0.879572789007499,-0.0205825336268405,0.820216749509663,0.00907275850330279,0.820216749509663,-0.0225925873869762,0.495366298803089,-0.00476645582498123,0.939613698235622,-0.0348898912371796,0.595912394811716,0.0013604572631636,0.939613698235622,0.0172367200022461,0.761873394777985,-0.0266292873073676,0.704853461217842,-0.0189527568372769,0.761873394777985,-0.0487470616073626,0.324712384363857,0.0116356879097543,0.879572789007499,NA,NA,0.0635963798098009,0.324712384363857,0.0637550573477533,0.288882804027164,2.8,1062,23.85478669,221.5,11.0246515614646,-0.224951431608661,8.60419034240668e-05,"ENF"
"CH-Dav",2016,2023,-13.7235701961109,-0.145966953038463,0.536186771900174,1086.54599964607,-33.6150589303453,0.0187411367895967,965.710012682952,-50.0275779946599,0.00937476845943489,-15.5973996511152,"EuropFlux_FLUXNET2023",46.81533,0.253343796855182,0.265510388953874,0.286832473206023,0.173546221787853,0.0508427299481263,1,0.251656186925105,0.548005572361309,0.228950730442213,0.367520738242143,0.234595254685371,0.22955621387892,0.126192946313389,0.386476230771233,0.191139285305965,0.265510388953874,-0.102521918870442,0.901538626657128,0.24274171078846,0.265510388953874,0.148972088252186,0.265510388953874,0.12338499354928,0.265510388953874,-0.374023213006068,0.0634865305607675,-0.387675653712497,0.0187411367895967,-0.233476471050033,0.173546221787853,2.86454541594852,0.035588803226431,-0.266163300013222,0.22955621387892,-0.266163300013222,0.22955621387892,2.8,1062,23.85478669,235.5,11.0246515614646,-0.224951431608661,8.60419034240668e-05,"ENF"
"CH-Fru",2006,2019,-231.089271428571,0.0722183801679417,0.661415917007863,1843.02357142857,2.20499999999998,1,1711.96071428571,18.373,0.443421402864083,7.5465,"EuropFlux_FLUXNET2020",47.11583333,0.0440190141290197,0.381074481609294,0.00137059635605541,0.912814027184075,0.0381483633071385,0.584070366945506,0.0126202153570276,0.742556821926578,-0.0593152770975814,0.324423690521579,0.105826421850406,0.125311111389424,0.114013829749263,0.381074481609294,0.12269722174306,0.154629751965815,0.0698432546787551,0.273561411724749,0.146568409298725,0.0160061551531633,0.117940664398739,0.0487449207397066,0.11053012327566,0.228439808988675,-0.0857692401946316,0.324423690521579,-0.106216144761234,0.154629751965815,-0.00786909844867485,1,4.07496483516483,3.51829876414113e-07,0.0357225728397738,0.760332307521876,0.0172614690296216,0.951352130954404,7.2,1651,16.22176883,NA,20.4625801358904,-0.218278376181101,0.000232657972422541,"GRA"
"CH-Lae",2004,2020,-296.784047058824,0.0211756064743195,0.773080066312313,1600.25405882353,62.6003496503496,3.1761363851365e-05,1302.11970588235,66.665925,0.00741692466882785,5.31458951048951,"EuropFlux_FLUXNET2020",47.478333,0.165636755591337,0.00101389016957488,0.136586900404516,0.00447905438254336,0.150304730617272,0.0034481439971858,0.0367696618186775,0.444043639662887,-0.000721655755881458,1,0.0547342990386919,0.300427116749241,0.113403535826577,0.0957466564738153,0.113725530353086,0.0188755459296659,0.0884560413072983,0.14937517875499,0.157630256581188,0.00342839625284245,0.0765608278145391,0.00151480435398805,0.106292751991001,0.0150836225946948,-0.13270564317883,0.0150836225946948,-0.104385269168441,0.076513654241399,-0.153917522493145,0.00447905438254336,2.35894705882353,0.000176293890716125,0.0388326907000327,0.364402748202945,0.0197049727504758,0.563813346912553,8.3,1100,27.18076334,187,22.3360048021589,-0.189056145668564,0.00410738835124425,"MF"
"CL-SDF",2015,2021,-91.4934666666667,-0.234375298944607,0.452370360677361,1936.765,3.77,1,2023.78,-76.7733333333334,0.452370360677361,-14.2315,"AmeriFlux_FLUXNET",-41.883,0.058681910723375,1,-0.311536021871712,0.707114231289961,0.375016076685857,0.25965635637045,0.11379319079277,0.452370360677361,0.263977885883828,0.132854955731054,-0.137919748522463,1,0.0205182580617887,0.707114231289961,0.081149740760373,0.452370360677361,-0.174958795364118,0.132854955731054,0.313161880333361,0.132854955731054,-0.0576561016303418,1,0.363680787227937,0.25965635637045,-0.510034108196588,0.132854955731054,-0.501766825770093,0.452370360677361,-0.583714790218937,0.132854955731054,NA,NA,-0.0622157793808647,0.80649594050734,-0.0622157793808647,0.80649594050734,10,2110,25,199,8.46484456743513,0.0134682819346305,0.864871773868,"EBF"
